mill_name,latitude,longitude,rspo_model,cert,prnt_comp,country,state,sub_state,alt_name,address,globalid,group_name,umlid,risk_score_current,risk_score_past,risk_score_future,treeloss_sum,land_area,forest_area,treeloss_2001,treeloss_2002,treeloss_2003,treeloss_2004,treeloss_2005,treeloss_2006,treeloss_2007,treeloss_2008,treeloss_2009,treeloss_2010,treeloss_2011,treeloss_2012,treeloss_2013,treeloss_2014,treeloss_2015,treeloss_2016,treeloss_2017,treeloss_2018,treeloss_2019,treeloss_sum_proportion_of_land,treeloss_sum_proportion_of_forest,remaining_proportion_of_forest,geometry
BUATAN I,0.43444,101.825,"RSPO Certified, MB",RSPO Certified,INTI INDOSAWIT SUBUR,Indonesia,Riau,Siak, ,2-High Confidence,{D40B067E-013F-44DF-86D1-21B48FD714D2},ROYAL GOLDEN EAGLE,po1000000021,5.0,3.0,5.0,1906.4992941176447,7161.378705882359,5110.225764705882,247.50352941176465,72.55023529411764,0.8099999999999999,27.959294117647055,56.750823529411754,117.15917647058819,28.86317647058824,5.22,10.442823529411765,74.81258823529411,68.50623529411764,11.866235294117647,6.826235294117646,80.90329411764705,25.444235294117643,251.81611764705875,101.63929411764701,358.871294117647,358.55470588235295,0.266219588771593,0.3730753555518056,0.6269246444481944,"POLYGON ((101.784015317415 0.4591678820137513, 101.7999739044744 0.5071994159145452, 101.8067283956607 0.5134844981973821, 101.885242806616 0.3816096382816803, 101.8672672607512 0.3704995506444866, 101.7890382370236 0.4351139762087806, 101.784015317415 0.4591678820137513))"
BATANG KULIM,0.07704,102.03084,"RSPO Certified, IP",RSPO Certified,MUSIM MAS,Indonesia,Riau,Pelalawan, ,1-Fully Verified,{73E4913E-8C20-49E8-8ECE-4B7E3E540151},MUSIM MAS,po1000000054,5.0,5.0,3.0,15316.790117647055,26077.69870588237,21678.912000000008,1488.427764705882,339.1602352941176,53.03964705882352,2621.9756470588227,413.567294117647,33.870705882352944,592.8578823529411,1125.2237647058823,249.70058823529408,962.701764705882,657.9402352941174,511.3221176470587,993.7680000000001,1140.4958823529416,177.4372941176471,1425.0529411764708,256.88364705882356,463.8395294117647,1809.5251764705883,0.587352062403882,0.7065294659458486,0.29347053405415136,"POLYGON ((101.8496839205897 -0.05808170885089983, 101.8731697101645 0.01492777508415658, 102.0237516611631 0.1299376776335583, 102.0690332472782 0.1203420904007493, 102.0798837705329 0.09904193021468347, 102.0733560969757 0.02071981164079213, 101.8496839205897 -0.05808170885089983))"
SUNGAI LILIN,-2.6081,104.12525,"RSPO Certified, IP",RSPO Certified,HINDOLI,Indonesia,Sumatera Selatan,Musi Banyuasin, ,2-High Confidence,{1B2B9C2A-7600-4859-86CC-0B9ABA885A9A},CARGILL,po1000000058,5.0,3.0,3.0,4651.115294117641,13248.475764705883,9117.221294117646,44.75929411764706,56.02376470588235,41.248588235294115,174.50117647058823,101.38447058823529,193.38105882352943,167.40776470588233,275.9015294117647,156.99917647058822,42.628235294117644,232.8271764705882,575.3227058823529,81.58094117647059,745.530705882353,534.6543529411765,336.26223529411766,259.35847058823526,504.6889411764705,126.65470588235296,0.3510679550404035,0.5101461447599721,0.4898538552400279,"POLYGON ((104.0469715139998 -2.540158849103201, 104.2005342258558 -2.593945836078432, 104.1408468098267 -2.66824940979929, 104.0306724184794 -2.591236685151521, 104.0469715139998 -2.540158849103201))"
AGROWIRATAMA,0.19896,99.62659,"RSPO Certified, IP",RSPO Certified,AGRO WIRATAMA,Indonesia,Sumatera Barat,Pasaman Barat, ,1-Fully Verified,{82D1B64C-EFDB-4293-AF50-69AC2E3EC472},MUSIM MAS,po1000000092,5.0,4.0,3.0,9652.010117647058,26006.595882352933,18086.659764705873,576.8227058823528,768.3974117647059,113.07564705882353,542.5203529411765,252.37870588235296,346.0905882352941,316.4195294117647,465.7711764705882,649.9387058823529,208.70964705882352,846.9349411764706,309.1658823529412,551.0629411764705,719.1656470588237,403.04858823529406,362.14482352941167,796.5762352941175,770.9227058823528,652.8638823529411,0.3711370054470119,0.5336535459400797,0.46634645405992026,"POLYGON ((99.67343326866397 0.2032881890406938, 99.68236883279044 0.171537613086543, 99.49857313450619 -0.04624492836301479, 99.56592706047039 0.2834116767568571, 99.63552971541004 0.2803838716819714, 99.67343326866397 0.2032881890406938))"
BUKIT MARADJA,3.01229,99.23557,"RSPO Certified, IP",RSPO Certified,EASTERN SUMATERA INDONESIA,Indonesia,Sumatera Utara,Simalungun, ,1-Fully Verified,{3DF84257-7BD9-4672-8B53-9202544A40A6},SIPEF,po1000000095,3.0,4.0,3.0,2360.988705882353,5650.993764705885,3973.1805882352924,525.2075294117648,13.588235294117649,70.7915294117647,280.6051764705882,61.301294117647046,64.76964705882354,93.87917647058822,40.881882352941176,150.3952941176471,41.714470588235294,88.07929411764705,37.09694117647059,112.75058823529412,41.35376470588235,148.9941176470588,342.01341176470584,67.11635294117646,58.68,121.77,0.417800621304567,0.5942314106923082,0.4057685893076918,"POLYGON ((99.25541148278424 3.060236256685971, 99.28184639199077 3.035219809925479, 99.29835232457003 2.95724357220869, 99.23233871964428 2.996655118149079, 99.20742819788325 3.034350277243648, 99.25541148278424 3.060236256685971))"
PERLABIAN,2.06138,100.08122,"RSPO Certified, IP",RSPO Certified,TOLAN TIGA INDONESIA,Indonesia,Sumatera Utara,Labuhanbatu Selatan, ,1-Fully Verified,{1D1EDEAD-9A47-4B0D-AEA6-1808998A16C5},SIPEF,po1000000099,4.0,3.0,3.0,3861.787411764709,7908.5145882353,7457.1614117647105,99.72035294117647,152.526,56.43282352941177,214.5261176470588,186.1175294117647,212.58352941176474,21.986470588235292,0.63,29.33964705882353,40.018941176470584,332.53411764705885,364.5261176470588,165.02929411764705,668.1649411764705,568.3937647058823,147.47329411764704,179.028,217.10964705882353,205.64682352941176,0.4883075536725317,0.5178629237758219,0.4821370762241781,"POLYGON ((100.08662540422 2.010444396346783, 100.0473615357602 2.077516041695136, 100.051044054364 2.101629981532177, 100.0899403472766 2.143808986453729, 100.1119258586871 2.143666004387625, 100.1151153752565 2.018428116641825, 100.08662540422 2.010444396346783))"
SUKAJADI SAWIT MEKAR 1,-2.38111,112.53972,"RSPO Certified, IP",RSPO Certified,SUKAJADI SAWIT MEKAR,Indonesia,Kalimantan Tengah,Kotawaringin Timur, ,1-Fully Verified,{C978E1F8-26D8-4DA1-9D85-D852EE638836},MUSIM MAS,po1000000106,2.0,5.0,1.0,9457.3305882353,16408.74705882352,11673.47788235294,91.47635294117646,2117.272588235294,365.6110588235294,1437.5057647058823,335.784,2978.172352941176,305.89764705882357,315.92188235294117,56.307529411764705,91.17,221.00223529411764,220.95988235294115,81.06705882352944,115.25576470588234,259.3482352941176,188.01988235294115,77.89129411764706,39.516352941176486,159.15070588235292,0.5763590939839482,0.8101553524620251,0.18984464753797492,"POLYGON ((112.5569147686207 -2.292184294322583, 112.5825151153955 -2.442179562024804, 112.5762653541479 -2.449207721568822, 112.444483646451 -2.379045864105049, 112.437544702573 -2.348500040216833, 112.4431712382172 -2.329145301999085, 112.5569147686207 -2.292184294322583))"
BUKIT AJONG,0.26894,110.4828,"RSPO Certified, MB",RSPO Certified,SIME INDO AGRO,Indonesia,Kalimantan Barat,Sanggau, ,1-Fully Verified,{9DD995F6-8152-4E3F-998F-E81ED0E41CF4},SIME DARBY,po1000000107,3.0,3.0,3.0,30232.51552941175,79797.34588235288,66752.00999999998,849.9921176470589,1605.8174117647056,512.7681176470587,1391.5669411764707,1322.716588235294,789.7941176470587,2406.804352941176,2767.4269411764712,1937.7487058823526,872.6135294117646,2354.607529411765,1353.7997647058824,1172.085882352941,1600.1057647058824,1126.5204705882352,1842.0712941176469,3272.9710588235293,1519.7495294117643,1533.3554117647059,0.37886617900781144,0.4529079428381521,0.5470920571618478,"POLYGON ((110.7150176241575 0.4631945149349508, 110.7504187840515 0.4709019330895394, 110.7693256070745 0.460835053669599, 110.6373960973147 0.2214014190538593, 110.5380409917754 0.1133117115059024, 110.4068913662631 0.1261092184869706, 110.3916813635927 0.2761624149934417, 110.7150176241575 0.4631945149349508))"
SUKAJADI SAWIT MEKAR 2,-2.37025,112.60261,"RSPO Certified, IP",RSPO Certified,SUKAJADI SAWIT MEKAR,Indonesia,Kalimantan Tengah,Kotawaringin Timur, ,1-Fully Verified,{5B01724A-6227-476D-BDBF-EC472D997D58},MUSIM MAS,po1000000134,1.0,5.0,1.0,11342.471294117644,17382.669176470572,16260.034941176451,14.76,94.728,33.38117647058824,1208.4896470588235,1414.6482352941175,3255.1676470588227,1899.4305882352949,1011.6007058823529,38.80729411764706,14.024117647058823,73.3835294117647,62.283529411764704,44.71376470588235,56.811882352941176,705.6564705882352,1273.5120000000002,64.21270588235296,12.842470588235297,64.0175294117647,0.6525160882352277,0.6975674612724412,0.3024325387275588,"POLYGON ((112.5569147686207 -2.292184294322583, 112.5569260320364 -2.292175233215454, 112.7091680076399 -2.32506392156978, 112.6776301165274 -2.402055368424487, 112.5825151153955 -2.442179562024804, 112.5569147686207 -2.292184294322583))"
PERDANA,0.25854,116.14992,"RSPO Certified, MB",RSPO Certified,REA KALTIM,Indonesia,Kalimantan Timur,Kutai Kartanegara, ,1-Fully Verified,{0BEEA60F-59AA-4595-B90E-1711DBE16B79},REA HOLDINGS,po1000000143,5.0,3.0,4.0,91560.16623529413,236459.80800000005,220294.36835294115,906.3289411764707,1990.097294117647,1913.5461176470587,1854.8682352941175,963.418588235294,2498.9841176470586,1285.426588235294,5491.0019999999995,3139.5550588235296,2597.816823529412,5926.0528235294105,3421.551882352941,5082.211411764705,6331.303411764706,3999.524470588235,25883.949882352947,3741.080470588235,7134.7764705882355,7398.671647058824,0.38721238509714984,0.4156264498264543,0.5843735501735456,"POLYGON ((115.7168947492142 0.340188464789503, 116.2036319354066 0.34084832056467, 116.2173401016941 0.1024728741210514, 115.9883406416527 -0.1612868925227625, 115.9780348118635 -0.1592231280238108, 115.8323175854778 -0.06120199403554757, 115.7349524476299 0.08549724917226226, 115.7007623579402 0.2585399999965137, 115.7168947492142 0.340188464789503))"
MUSTIKA SEMBULUH 1,-2.5905,112.51128,"RSPO Certified, MB",RSPO Certified,MUSTIKA SEMBULUH,Indonesia,Kalimantan Tengah,Kotawaringin Timur, ,1-Fully Verified,{8E3ECD5A-92F8-402A-A1BE-374F6E619DC4},WILMAR,po1000000144,1.0,5.0,1.0,10504.974352941175,14190.604941176483,11493.492000000002,618.4136470588235,2716.699058823529,639.0995294117645,1067.3011764705882,1082.2912941176464,3282.5781176470596,140.13635294117643,262.1262352941176,148.71741176470587,65.61,190.63482352941173,70.59211764705883,40.32141176470588,23.682352941176468,24.215647058823528,48.93847058823529,47.98658823529412,25.370117647058823,10.26,0.7402767109990628,0.913993271404476,0.08600672859552405,"POLYGON ((112.5741946140765 -2.664359506098115, 112.4517102117244 -2.631543967424187, 112.5126312449165 -2.523177615812077, 112.5646920894012 -2.518618104902494, 112.5741946140765 -2.664359506098115))"
KERRY SAWIT INDONESIA 1,-2.78463,112.50953,"RSPO Certified, MB",RSPO Certified,KERRY SAWIT INDONESIA,Indonesia,Kalimantan Tengah,Seruyan, ,1-Fully Verified,{68600E52-7397-4874-92D4-9F8E8EAACDF3},WILMAR,po1000000146,1.0,5.0,1.0,10342.295294117648,15169.507764705872,13565.37352941175,3.78,71.52211764705882,85.77,306.9652941176471,4050.460941176469,2163.757764705883,875.8450588235294,524.5609411764706,292.7562352941175,146.45329411764706,550.7661176470589,205.8956470588235,45.198000000000015,164.25988235294122,382.7142352941176,389.4871764705882,47.08235294117647,12.070235294117648,22.95,0.6817818649449222,0.7624040187094009,0.2375959812905991,"POLYGON ((112.4838339060577 -2.744594946731812, 112.6075164384944 -2.706866777232895, 112.6190955074802 -2.713683098287987, 112.5134790067269 -2.843643866707593, 112.4314375424367 -2.869385575166748, 112.4838339060577 -2.744594946731812))"
UKUI I,-0.2232,102.095,"RSPO Certified, MB",RSPO Certified,INTI INDOSAWIT SUBUR,Indonesia,Riau,Pelalawan, ,1-Fully Verified,{02469A9C-AD0D-40EA-904E-6B52FD00AC1D},ROYAL GOLDEN EAGLE,po1000000148,4.0,3.0,3.0,20888.702470588236,44670.628588235304,40010.975294117656,1847.7783529411774,152.8969411764706,87.15,1975.870941176471,1953.6388235294119,26.765647058823525,634.8603529411764,527.2207058823531,349.90588235294115,757.9161176470587,502.3704705882352,613.0969411764705,965.8408235294115,1557.2138823529417,1457.5616470588232,3340.2808235294106,1715.4275294117645,1242.3278823529415,1180.5787058823528,0.46761604057860956,0.522074313786079,0.47792568621392095,"POLYGON ((101.836689253622 -0.1656610463285018, 102.1168183809472 -0.1328763116727973, 102.1711502625628 -0.2240846693776072, 101.9560709264318 -0.3094319006402727, 101.8532895080408 -0.2126902386749047, 101.837810829401 -0.1945378073849401, 101.836689253622 -0.1656610463285018))"
MAJU ANEKA SAWIT,-2.47817,112.64761,"RSPO Certified, IP",RSPO Certified,MAJU ANEKA SAWIT,Indonesia,Kalimantan Tengah,Kotawaringin Timur, ,1-Fully Verified,{073F1DB7-D23D-4796-BA2C-A169D3198051},MUSIM MAS,po1000000170,1.0,5.0,1.0,9789.110470588226,17619.90317647058,14129.44058823529,37.839882352941174,169.52682352941176,19.57835294117647,95.82176470588233,213.1259999999999,4995.058235294118,1509.9974117647055,307.1258823529411,177.0264705882353,87.6815294117647,178.9598823529412,210.6010588235294,251.4603529411765,348.9677647058823,692.7479999999999,289.80247058823534,69.18635294117648,26.773058823529407,107.82917647058822,0.5555711840494387,0.6928165633633799,0.30718343663662007,"POLYGON ((112.5667919066776 -2.516469059622745, 112.5762653541479 -2.449207721568822, 112.5825151153955 -2.442179562024804, 112.6776301165274 -2.402055368424487, 112.7203095790235 -2.502139471023388, 112.6930565896983 -2.541634835806304, 112.5667919066776 -2.516469059622745))"
BERKAT SAWIT SEJATI,-2.31928,103.71164,"RSPO Certified, IP",RSPO Certified,BERKAT SAWIT SEJATI,Indonesia,Sumatera Selatan,Musi Banyuasin, ,1-Fully Verified,{AF59E9D2-4C60-4757-B492-B1481975A804},MUSIM MAS,po1000000180,3.0,4.0,3.0,61134.31482352941,125385.53541176471,115141.92847058823,2113.068705882353,1000.7255294117648,308.459294117647,2990.718,2129.8411764705884,5386.98705882353,4299.886235294117,8342.822117647062,2269.067294117647,1681.1841176470584,3415.939411764706,9252.020117647056,3151.4565882352936,4431.194117647059,3108.93,2455.596705882353,1762.090588235294,2143.1922352941174,891.1355294117645,0.4875707123853241,0.5309474631488869,0.46905253685111314,"POLYGON ((103.815966421323 -2.316010255669672, 103.7925888868356 -2.463500239660314, 103.6226104964239 -2.523222936179923, 103.4216392612306 -2.453936693973779, 103.3820897781338 -2.377496853805632, 103.4719755776396 -2.256923642915703, 103.6348633989383 -2.16536313824009, 103.6358284507535 -2.16534368743028, 103.815966421323 -2.316010255669672))"
UNIT KISARAN,3.04075,99.58144, ,Not RSPO Certified,BAKRIE SUMATERA PLANTATIONS,Indonesia,Sumatera Utara,Asahan, ,1-Fully Verified,{23EAC1B9-1917-43A5-A137-9882BB54D2ED},BAKRIE,po1000000184,3.0,2.0,4.0,3882.372352941177,17881.65458823529,14290.15270588235,246.94976470588236,148.54376470588235,173.25,304.2603529411765,397.8776470588235,293.21152941176473,226.16047058823528,3.42,209.06541176470583,333.68929411764697,256.8885882352941,247.76576470588236,36.016588235294115,117.1125882352941,34.50317647058824,139.31364705882353,128.63258823529412,67.82117647058824,517.89,0.21711482758958275,0.27168165609196393,0.7283183439080361,"POLYGON ((99.55662842132723 3.077259944399405, 99.7011502403259 3.044136564237265, 99.61705325623585 2.952532308849626, 99.59481726920714 2.945469059203651, 99.50790190392811 2.991098478432758, 99.55662842132723 3.077259944399405))"
MUARA BULIAN,-1.5851,103.20122,"RSPO Certified, MB",RSPO Certified,INTI INDOSAWIT SUBUR,Indonesia,Jambi,Batang Hari, ,1-Fully Verified,{F0B3F451-7C57-4168-A8C8-F7AF37432DF9},ROYAL GOLDEN EAGLE,po1000000279,3.0,4.0,3.0,30144.385411764713,60133.49258823528,55381.14070588233,239.96752941176467,460.54235294117643,338.1511764705882,2544.2481176470587,3908.6248235294115,3799.1410588235303,2565.438352941177,2602.3849411764704,2083.8815294117635,0.0,1243.1841176470587,1774.6009411764703,793.5091764705882,953.4515294117647,1104.965294117647,1768.9962352941177,1659.3067058823528,1381.2854117647057,922.7061176470588,0.5012911127277889,0.5443077738657506,0.4556922261342494,"POLYGON ((103.0822286675521 -1.651727587625895, 103.0549509999406 -1.489476967126069, 103.1646747421118 -1.442078715062975, 103.1774785213195 -1.439496472384318, 103.2475573317985 -1.456724957805082, 103.2929192668501 -1.48115435382922, 103.2456250080613 -1.743078343588797, 103.2400212882478 -1.747074467644564, 103.0822286675521 -1.651727587625895))"
PANGKATAN,2.10305,99.94766,"RSPO Certified, MB",RSPO Certified,PANGKATAN INDONESIA,Indonesia,Sumatera Utara,Labuhanbatu, ,1-Fully Verified,{71454236-0026-4D96-B087-98826DA552A9},MP EVANS,po1000000283,2.0,2.0,3.0,2522.5651764705885,10491.481764705888,9445.172823529416,149.3025882352941,138.1185882352941,27.9,389.6170588235294,149.60929411764704,341.73988235294115,30.627529411764705,1.8331764705882352,150.75494117647057,41.087999999999994,19.000588235294117,166.63129411764706,278.61070588235293,172.34117647058827,71.39047058823529,143.82,89.80411764705883,52.329882352941176,108.04588235294118,0.24043936147863137,0.2670745388783655,0.7329254611216345,"POLYGON ((99.97766909066665 2.085046527271059, 99.89749926742824 2.071302806604946, 99.85883334242685 2.101327942895971, 99.85794293924829 2.15382211833632, 99.93139997569151 2.161899132485924, 99.97623077143743 2.120872743407797, 99.98492539043419 2.100020264239693, 99.97766909066665 2.085046527271059))"
BELIDA,-3.83663,104.96952, ,Not RSPO Certified,AEK TARUM,Indonesia,Sumatera Selatan,Ogan Komering Ilir, ,1-Fully Verified,{5D467ACC-4F07-4EA9-AD3A-6A91B87ACC23},SAMPOERNA AGRO,po1000000284,5.0,3.0,5.0,7195.231058823529,38026.33799999996,18011.17835294117,285.1538823529412,136.56988235294116,37.627764705882356,258.1471764705882,118.35247058823529,74.90152941176471,115.85223529411765,20.88,167.00435294117645,56.43,97.31858823529413,222.35364705882353,302.4,655.3288235294117,526.9030588235295,353.4367058823529,658.7156470588235,1841.5764705882361,1266.278823529412,0.18921703843329685,0.39948696958234103,0.6005130304176589,"POLYGON ((105.0100849862996 -3.7489514087401, 105.0675126281711 -3.806244367412156, 105.0726183381701 -3.845026163362719, 105.0316192721961 -3.900092560327396, 104.8306774251868 -3.878102232646305, 104.8683802822644 -3.756440262019593, 104.9540088991369 -3.715197644434868, 105.0100849862996 -3.7489514087401))"
UNGGUL LESTARI,-1.59584,112.59883,"RSPO Certified, IP",RSPO Certified,UNGGUL LESTARI,Indonesia,Kalimantan Tengah,Kotawaringin Timur, ,1-Fully Verified,{3BA30488-6BA3-4958-86D6-CDE81F9718AE},MUSIM MAS,po1000000286,2.0,1.0,3.0,30149.14588235295,176469.7807058821,173020.12588235264,435.89223529411754,898.1329411764706,229.12658823529387,1038.749294117647,208.21870588235294,606.3084705882352,3111.726352941176,3921.5400000000004,2965.5391764705882,4432.404705882353,1330.3076470588232,2129.9075294117656,785.7010588235295,1218.991058823529,960.350470588235,1897.2275294117649,1508.6389411764706,1289.0202352941176,1181.3629411764707,0.17084594179102994,0.17425224798907651,0.8257477520109235,"POLYGON ((112.3908364114894 -1.202484909358358, 112.6412273549456 -1.499090912660011, 112.6820561534891 -1.679281182717031, 112.4297810720273 -1.677103796071252, 112.1727715965534 -1.478972312003805, 112.18386244763 -1.422857301419068, 112.2812275854778 -1.276199290274422, 112.3908364114894 -1.202484909358358))"
PEMANTANG,-2.14833,112.29278,"RSPO Certified, IP",RSPO Certified,TEGUH SEMPURNA,Indonesia,Kalimantan Tengah,Seruyan, ,1-Fully Verified,{265E2761-9DAA-4513-B294-80D2943F6B7C},SIME DARBY,po1000000314,3.0,5.0,2.0,13022.107058823532,22855.713176470595,15625.831411764711,73.07929411764705,145.19717647058823,135.9769411764706,724.7798823529412,1161.0864705882354,2791.5081176470594,3207.5460000000007,965.7896470588239,603.5767058823529,505.3425882352941,223.10364705882353,149.05976470588237,138.744,150.2085882352941,457.31082352941183,822.7496470588235,224.51223529411763,216.45917647058823,326.0763529411765,0.5697528210246127,0.8333705078258536,0.16662949217414635,"POLYGON ((112.4134087870036 -2.13675512231795, 112.4059559305035 -2.155044672458215, 112.325521769866 -2.193909963384112, 112.1687911110369 -2.204848259394907, 112.1608513192368 -2.146449338060201, 112.1617316930208 -2.142467653089555, 112.2616061613478 -2.093973258964459, 112.4118572652956 -2.13383578504983, 112.4134087870036 -2.13675512231795))"
LADANG PANJANG,-1.79167,103.79139,"RSPO Certified, MB",RSPO Certified,BAHARI GEMBIRA RIA,Indonesia,Jambi,Muaro Jambi, ,1-Fully Verified,{CDF12F7D-80C7-4B23-BFF3-2C02BD408D33},SIME DARBY,po1000000315,3.0,2.0,4.0,7690.9736470588205,28754.907529411743,25900.01294117646,295.99376470588237,372.11258823529414,48.60211764705882,633.9857647058824,403.25117647058823,218.3195294117647,825.5731764705882,488.8263529411765,506.67529411764707,0.63,50.38270588235294,436.6704705882353,281.2027058823529,392.9294117647059,462.46552941176475,532.3037647058823,603.0483529411765,785.256705882353,352.74423529411763,0.267466471216858,0.2969486410885736,0.7030513589114264,"POLYGON ((103.6443482985139 -1.744259956808875, 103.6449474761769 -1.724393542942273, 103.8119762796837 -1.737298370821045, 103.8324226843685 -1.771430024207377, 103.7765942078193 -1.911375677155409, 103.7108391003384 -1.884985887365114, 103.6845094727507 -1.857606843247497, 103.6443482985139 -1.744259956808875))"
SUNGAI PINANG,-2.98572,103.40603,"RSPO Certified, IP",RSPO Certified,BINA SAINS CEMERLANG,Indonesia,Sumatera Selatan,Musi Rawas, ,1-Fully Verified,{F8EC6011-A30B-4AFA-9349-1A4244BBAB23},SIME DARBY,po1000000316,3.0,4.0,3.0,44358.268235294105,85804.54800000004,76114.07541176472,1788.790588235294,1097.7370588235294,530.9717647058824,3038.7903529411747,1425.6349411764702,4142.239764705882,385.4767058823529,2068.8296470588234,2755.9665882352942,1795.4572941176468,3377.7437647058823,6496.4908235294115,1529.454,2724.820588235294,2335.245176470588,4671.859411764705,1411.9927058823528,1415.9562352941175,1364.8108235294117,0.5169687303206129,0.5827866658738626,0.41721333412613737,"POLYGON ((103.3874459603461 -2.89480071977106, 103.5761232800441 -2.939389535995595, 103.6273111761579 -3.195907980724866, 103.6150834875302 -3.211637025996684, 103.5373814632047 -3.256205652582998, 103.3491872371955 -3.137186891192517, 103.3874459603461 -2.89480071977106))"
TELUK SIAK,0.59139,101.65889,"RSPO Certified, IP",RSPO Certified,ANEKA INTI PERSADA,Indonesia,Riau,Siak, ,1-Fully Verified,{EF0C8605-72E3-4BA9-B4B3-E88C2AEBDA6B},SIME DARBY,po1000000317,5.0,5.0,3.0,6881.701058823526,11327.675999999998,6608.300823529407,57.226941176470575,11.962588235294117,2.79,417.07976470588255,373.2307058823528,189.09917647058822,183.11929411764703,134.06858823529413,145.7428235294118,141.432,64.07011764705884,90.84141176470588,818.1052941176471,904.0874117647058,711.0737647058824,598.3358823529411,966.5205882352935,516.6529411764707,556.2617647058826,0.6075121727372436,1.0413722441812356,-0.04137224418123564,"POLYGON ((101.6056024574534 0.5897672760011017, 101.6052793924784 0.5902994531369465, 101.6416574596623 0.6775549089018503, 101.7051628258738 0.623412021250525, 101.7200854604163 0.5993593014469277, 101.6661014727489 0.5265667732641147, 101.6056024574534 0.5897672760011017))"
TELUK BAKAU,0.2565,103.58883,"RSPO Certified, IP",RSPO Certified,BHUMIREKSA NUSA SEJATI,Indonesia,Riau,Indragiri Hilir, ,1-Fully Verified,{2DD85CB1-E526-4811-9A19-7214DE159159},SIME DARBY,po1000000318,3.0,2.0,4.0,20559.785647058823,99256.47458823526,88580.87682352941,611.5069411764705,730.056705882353,279.5968235294117,1082.2552941176468,1801.5465882352942,413.3089411764706,424.50882352941176,397.77070588235296,456.2816470588235,626.2683529411764,385.55823529411765,1592.1342352941174,673.6439999999999,1708.6916470588235,1280.0894117647058,3261.7814117647054,1736.3862352941178,1656.4401176470587,1441.9595294117646,0.20713797998922429,0.23210185295431174,0.7678981470456883,"POLYGON ((103.3572188645842 0.4711008866601946, 103.3551620945978 0.495089560994469, 103.7859853424753 0.6572517115827305, 103.9064324145222 0.5762339188534106, 104.00379755237 0.4295403985095063, 104.0379876420597 0.2564999999965516, 104.00379755237 0.08345723053810455, 103.9917021168818 0.06523314867630205, 103.4342808912594 0.2247937932635752, 103.3572188645842 0.4711008866601946))"
GUNUNG ARU,-3.49472,116.16667,"RSPO Certified, MB",RSPO Certified,BERSAMA SEJAHTERA SAKTI,Indonesia,Kalimantan Selatan,Kota Baru, ,1-Fully Verified,{DDA523C1-2BCD-4346-83B7-242B5D2324EE},SIME DARBY,po1000000319,5.0,3.0,4.0,53918.20270588235,151500.7125882353,137228.9368235294,1708.932,1938.7471764705879,1447.631294117647,2758.638,1949.4603529411763,2674.939058823529,2979.4828235294117,743.663294117647,2075.727529411765,663.2830588235294,1492.3454117647061,2778.944823529412,2578.9002352941175,3796.2458823529414,5368.835999999999,3411.30494117647,6455.138117647059,5606.37,3489.6127058823536,0.35589405346512765,0.39290694771773155,0.6070930522822684,"POLYGON ((116.0719625463636 -3.357425337880162, 116.4659233318567 -3.163202330437784, 116.4842724145222 -3.175526293504372, 116.58163755237 -3.321986630752478, 116.6158276420597 -3.494719999999681, 116.58163755237 -3.667421148754969, 116.5038809085093 -3.784325524341941, 115.9496453993886 -3.703476957295794, 115.9508153126975 -3.620733434926732, 116.0719625463636 -3.357425337880162))"
RANTAU PANJANG,-2.91618,103.75083,"RSPO Certified, MB",RSPO Certified,GUTHRIE PECCONINA INDONESIA,Indonesia,Sumatera Selatan,Musi Banyuasin, ,1-Fully Verified,{7ABE3D7F-44C6-46BE-8572-2B1894E68016},SIME DARBY,po1000000320,3.0,3.0,3.0,58849.374352941195,145856.41623529416,130629.03035294122,2071.1569411764704,1301.6050588235294,573.8375294117646,2272.743176470588,1641.8389411764706,3978.152470588235,1000.9337647058823,6678.455647058823,3510.985764705882,2461.6955294117643,1798.029529411765,11704.525411764705,3123.299647058823,4260.07482352941,2710.8317647058825,3550.8829411764705,2158.691294117647,2212.4015294117644,1839.2325882352939,0.4034747039033645,0.45050762601497146,0.5494923739850286,"POLYGON ((103.9501901848876 -2.843593302460888, 103.9128619084668 -3.109703595434027, 103.6273111761579 -3.195907980724866, 103.5761232800441 -2.939389535995595, 103.5871584021685 -2.903197508814838, 103.7267044960991 -2.757888831605627, 103.9213616938797 -2.803971323371021, 103.9501901848876 -2.843593302460888))"
SEKUNYIR,-2.44472,112.00667,"RSPO Certified, IP",RSPO Certified,INDOTRUBA TENGAH,Indonesia,Kalimantan Tengah,Kotawaringin Barat, ,1-Fully Verified,{C2FF1064-2518-4FB7-BC48-2C76AD7A0210},SIME DARBY,po1000000321,4.0,3.0,3.0,3894.805764705882,16162.108941176475,9112.010823529412,52.8875294117647,642.1087058823529,7.47,76.43258823529412,21.352235294117648,63.741176470588236,38.35729411764706,35.916,60.74223529411764,44.97494117647059,42.859764705882355,103.64929411764706,615.6543529411764,819.3377647058823,452.3989411764706,180.47364705882353,55.927058823529414,45.38576470588235,535.1364705882353,0.240983758919173,0.42743647260037854,0.5725635273996215,"POLYGON ((111.8752192787991 -2.490650823905373, 111.8807077935005 -2.472062242855499, 112.0326695039301 -2.371083982932931, 112.1082117169305 -2.464972258216897, 111.8752192787991 -2.490650823905373))"
