mill_name,latitude,longitude,rspo_model,cert,prnt_comp,country,state,sub_state,alt_name,address,globalid,group_name,umlid,risk_score_current,risk_score_past,risk_score_future,treeloss_sum,land_area,forest_area,treeloss_2001,treeloss_2002,treeloss_2003,treeloss_2004,treeloss_2005,treeloss_2006,treeloss_2007,treeloss_2008,treeloss_2009,treeloss_2010,treeloss_2011,treeloss_2012,treeloss_2013,treeloss_2014,treeloss_2015,treeloss_2016,treeloss_2017,treeloss_2018,treeloss_2019,treeloss_sum_proportion_of_land,treeloss_sum_proportion_of_forest,remaining_proportion_of_forest,geometry
AEK NABARA SELATAN,2.05806,99.95528,"RSPO Certified, MB",RSPO Certified,PERKEBUNAN NUSANTARA III,Indonesia,Sumatera Utara,Labuhanbatu, ,1-Fully Verified,{7C881182-E525-4FCA-BE9E-029F3FC3AB33},PTPN III,po1000001564,2.0,4.0,2.0,2667.556235294117,4983.893647058825,4445.985882352942,47.57188235294117,120.67588235294119,8.549999999999999,517.3199999999999,470.214705882353,379.72588235294126,92.55529411764704,279.98858823529406,108.35435294117647,314.382,46.054235294117646,130.4135294117647,8.64,9.163411764705883,4.41,31.715999999999998,21.542823529411766,52.990588235294126,23.28705882352941,0.5352353850625079,0.5999920615767611,0.4000079384232389,"POLYGON ((99.91697825066662 2.03713038942835, 99.89749926742824 2.071302806604946, 99.97766909066665 2.085046527271059, 99.99434854898026 2.020102201463634, 99.99361600326459 2.016439997414333, 99.91697825066662 2.03713038942835))"
AEK TOROP,1.79278,100.15583,"RSPO Certified, MB",RSPO Certified,PERKEBUNAN NUSANTARA III,Indonesia,Sumatera Utara,Labuhanbatu Selatan, ,1-Fully Verified,{C848BE14-A4BC-4805-B068-5CAAFB5FEB62},PTPN III,po1000001565,2.0,3.0,3.0,3330.1079999999997,8147.662235294105,7848.588352941166,172.10929411764707,36.25411764705881,7.195058823529411,39.58376470588236,36.757411764705886,302.49988235294126,461.7995294117646,82.8010588235294,666.6956470588236,150.93388235294117,113.22811764705881,59.91564705882352,602.0925882352941,165.36282352941177,35.57752941176471,91.24694117647059,161.6724705882353,76.07223529411765,68.31,0.40871944661311715,0.4242938793894167,0.5757061206105833,"POLYGON ((100.1606980820444 1.823442838467161, 100.1762685392566 1.820883524864249, 100.1787382466921 1.818519864699689, 100.1656330749011 1.748630731300443, 100.0798271986167 1.732612286678868, 100.0913608015641 1.81113905418785, 100.1606980820444 1.823442838467161))"
AEK RASO,1.70388,100.17222,"RSPO Certified, MB",RSPO Certified,PERKEBUNAN NUSANTARA III,Indonesia,Sumatera Utara,Labuhanbatu Selatan, ,1-Fully Verified,{6A92C55F-27FE-4186-81B5-65EF1704DFCF},PTPN III,po1000001566,3.0,5.0,2.0,6951.932470588237,9340.870941176461,9069.398117647048,232.90729411764707,2.6509411764705884,4.32,43.14105882352941,18.364941176470587,233.37,216.27141176470587,65.24294117647058,152.44976470588233,93.91305882352941,1182.357882352941,320.225294117647,2827.7908235294108,385.05917647058817,484.1145882352941,188.3894117647059,200.87470588235294,185.10423529411761,115.38494117647058,0.744248851565083,0.7665263317817431,0.23347366821825688,"POLYGON ((100.075019464304 1.715759794908125, 100.0744265620324 1.716266327639473, 100.0781450406323 1.730290167577125, 100.0798271986167 1.732612286678868, 100.1656330749011 1.748630731300443, 100.2294022293859 1.734087151697443, 100.2305791882409 1.70800826036263, 100.2253153121611 1.66870556889937, 100.2248948061425 1.668417937815514, 100.075019464304 1.715759794908125))"
BUMI SAWIT,-3.5257,104.3443,"RSPO Certified, MB",RSPO Certified,BUMI SAWIT PERMAI,Indonesia,Sumatera Selatan,Ogan Ilir, ,1-Fully Verified,{6E1BCD6C-F560-47EB-B6B6-860F8D4A1541},SINAR MAS,po1000001611,4.0,3.0,3.0,68079.78388235293,162316.6711764702,136017.6963529411,2068.0739999999996,2741.9234117647056,1733.827058823529,2509.0387058823526,3309.7475294117667,1978.9062352941176,5043.939529411764,3514.3962352941176,6163.287529411765,3116.8605882352945,2144.7201176470585,7326.597529411764,2427.702705882353,4244.131764705882,2918.2235294117645,5176.547294117648,4616.1356470588225,4769.351647058824,2276.3728235294116,0.41942570278771174,0.5005215182125884,0.4994784817874116,"POLYGON ((104.6268088798944 -3.472069856903606, 104.6179258430287 -3.518565122574949, 104.5052014672041 -3.706779035833081, 104.2276134562307 -3.714485982459178, 104.2274999422903 -3.71448119497096, 104.1694218529555 -3.674784801633184, 104.2135946436103 -3.315472075122889, 104.2456073913833 -3.305611798282073, 104.6268088798944 -3.472069856903606))"
PANGKALAN PANJI,-2.94853,104.46651,"RSPO Certified, MB",RSPO Certified,SAWIT MAS SEJAHTERA,Indonesia,Sumatera Selatan,Banyu Asin, ,1-Fully Verified,{0530ACC9-5378-424F-8AFC-22E14D10F0E6},SINAR MAS,po1000001612,5.0,3.0,3.0,22820.471647058817,57047.5715294118,46577.398941176485,493.10294117647055,628.1382352941177,697.5903529411763,879.5018823529409,604.4629411764705,1063.5670588235294,658.1188235294117,589.9224705882351,749.2937647058823,904.1036470588234,995.4024705882354,1638.153882352941,1501.8169411764707,1224.6896470588238,1772.232,3100.0672941176463,2240.485764705882,1899.0359999999994,1180.7855294117649,0.4000252952975107,0.48994731706421046,0.5100526829357895,"POLYGON ((104.5924988966645 -2.896925471318728, 104.6032085841401 -2.937146532373387, 104.4486377324938 -3.088734429096996, 104.3726832852318 -3.090531123027327, 104.3243537881778 -2.983187490645074, 104.3660358457055 -2.89843756601875, 104.499650793421 -2.812129069184302, 104.5924988966645 -2.896925471318728))"
GAWI BAHANDEP SAWIT MEKAR,-2.95123,112.34703, ,Not RSPO Certified,GAWI BAHANDEP SAWIT MEKAR,Indonesia,Kalimantan Tengah,Seruyan, ,1-Fully Verified,{4953ADD8-26F3-4042-B182-DF43828C34E4},TRIPUTRA AGRO PERSADA,po1000001618,2.0,2.0,3.0,83277.9554117647,290693.0855294117,255206.95023529412,158.57999999999998,690.8474117647057,847.5469411764706,1187.2665882352942,473.2824705882353,2944.9658823529403,9827.22988235294,3796.8808235294114,778.9132941176471,217.7809411764706,5609.491411764704,2940.2110588235296,1291.6083529411765,1669.5211764705882,2206.1918823529413,43070.42223529413,1654.635882352941,848.7137647058823,3063.8654117647056,0.2864806889372635,0.32631538966703144,0.6736846103329686,"POLYGON ((112.4302947882694 -2.870259463842177, 112.5313056479491 -3.223665139326301, 112.5525326880685 -3.345775114742499, 112.5189151881364 -3.368349671998145, 112.34703 -3.402709311419016, 112.1751448118636 -3.368349671998145, 112.0294275854778 -3.270495006252485, 111.9486172062355 -3.148932219028843, 112.0486066461498 -2.919184759848853, 112.1217383282757 -2.863370887500991, 112.2903496327442 -2.80544658912427, 112.4302947882694 -2.870259463842177))"
BRAHMA BINABAKTI,-1.3467,103.32798,"RSPO Certified, MB",RSPO Certified,BRAHMA BINA BAKTI,Indonesia,Jambi,Muaro Jambi, ,1-Fully Verified,{820ECDD1-13FD-48DD-B94B-5931AD7B9322},TRIPUTRA AGRO PERSADA,po1000001619,4.0,4.0,3.0,15196.027764705874,30493.699058823593,27223.290000000085,187.5504705882353,377.3279999999999,167.07388235294115,997.1382352941174,1127.1518823529407,1063.856117647059,1860.213529411764,2312.377764705882,1630.2709411764706,359.59094117647055,183.28058823529412,594.5417647058824,276.45317647058823,690.1701176470589,244.44776470588235,1153.2257647058825,471.7348235294117,687.2735294117647,812.3484705882353,0.4983333683260963,0.5581995329993482,0.4418004670006518,"POLYGON ((103.3747725298345 -1.213034736535564, 103.3867657424798 -1.253583459601747, 103.3966585014671 -1.433904183206226, 103.3878404980986 -1.475900166739072, 103.2929192668501 -1.48115435382922, 103.2475573317985 -1.456724957805082, 103.3200597777611 -1.275347270363237, 103.3747725298345 -1.213034736535564))"
MUARA KANDIS,-2.90028,103.1775,"RSPO Certified, MB",RSPO Certified,DJUANDA SAWIT LESTARI,Indonesia,Sumatera Selatan,Musi Rawas, ,1-Fully Verified,{B82A2BD2-3791-46B5-9874-DFF1E808157D},SINAR MAS,po1000001631,3.0,3.0,3.0,11944.976823529418,48694.9775294118,35915.55282352942,542.3738823529411,313.13505882352945,33.00317647058824,469.07294117647064,321.4083529411764,1346.5934117647055,200.55705882352945,1331.6216470588236,605.1945882352941,244.54447058823527,484.08564705882344,1410.235058823529,270.8502352941176,532.2998823529412,1013.7183529411766,983.1211764705881,594.324705882353,690.9758823529413,557.861294117647,0.2453020296870379,0.3325850748343176,0.6674149251656825,"POLYGON ((103.2849029873363 -2.7715961805217, 103.3044815947611 -2.838837718035367, 103.2077409592946 -3.052489628718598, 102.9951465968182 -2.995120706754397, 103.0045808943748 -2.97402467616136, 103.2849029873363 -2.7715961805217))"
PEKAWAI,-1.52122,110.45892, ,Not RSPO Certified,AGRO LESTARI MANDIRI,Indonesia,Kalimantan Barat,Ketapang, ,1-Fully Verified,{F880250A-38FE-47C5-85AF-CF18001097A4},SINAR MAS,po1000001637,2.0,3.0,3.0,27155.757176470594,73374.78352941177,69862.78376470588,235.12552941176475,414.09988235294117,78.66,531.6974117647059,492.15035294117644,2046.2128235294122,1621.6658823529415,1112.7257647058823,2580.153529411764,1569.7499999999998,1528.029176470588,4328.122588235296,2694.096705882353,1983.2385882352944,3107.789647058823,1382.031176470588,477.1358823529412,455.766705882353,517.3055294117648,0.3700965900033681,0.3887013330005534,0.6112986669994467,"POLYGON ((110.4215943651104 -1.626843930129284, 110.380872066011 -1.438629382497995, 110.8556612873209 -1.510334389972115, 110.7765110312658 -1.592944018532471, 110.446374578101 -1.640297936283205, 110.4215943651104 -1.626843930129284))"
UMBUL MAS WISESA,2.21081,100.27106,"RSPO Certified, IP",RSPO Certified,UMBUL MAS WISESA,Indonesia,Sumatera Utara,Labuhanbatu Selatan, ,1-Fully Verified,{90CF2231-9A98-4792-B7B6-B1E046D33AC1},SIPEF,po1000001670,2.0,5.0,1.0,39238.34258823529,53057.517529411765,47265.55905882354,377.57894117647055,860.4564705882353,1066.838470588235,2894.2799999999993,4827.702352941176,2451.0854117647054,2528.979529411765,520.3408235294118,7166.260588235294,4913.189647058823,2721.902470588235,4545.798352941177,655.6948235294118,1348.9125882352942,280.2818823529412,674.5552941176471,548.6015294117647,629.2937647058823,226.58964705882354,0.7395435070343049,0.830167745173645,0.169832254826355,"POLYGON ((100.6796089960923 2.393374882046309, 100.5535790911664 2.167719751103121, 100.204729173424 2.160341140426253, 100.28732840536 2.366409297059626, 100.6025692090456 2.50934246136568, 100.6796089960923 2.393374882046309))"
PUNDU NABATINDO,-1.99317,113.06071,"RSPO Certified, MB",RSPO Certified,WINDU NABATINDO LESTARI,Indonesia,Kalimantan Tengah,Kotawaringin Timur,Windu Nabatindo,1-Fully Verified,{F93A955D-1610-46DD-B425-C5B1F2C32383},BUMITAMA GUNAJAYA AGRO (BGA),po1000001683,2.0,3.0,3.0,11786.82776470588,43831.29705882351,30582.214941176473,203.07388235294118,983.0894117647059,522.9391764705882,1888.735764705882,506.5270588235294,598.4061176470587,2108.3774117647067,470.65094117647055,656.1458823529412,500.3569411764706,522.6991764705883,333.9850588235294,112.83035294117647,519.1715294117647,458.6149411764706,595.1138823529411,355.0835294117647,151.602,299.42470588235295,0.268913506002057,0.3854144569769494,0.6145855430230506,"POLYGON ((113.1445074112891 -1.911940707924472, 113.3067875088131 -2.015374699467234, 113.240991911457 -2.09698277426629, 112.9913046848747 -2.026922138812898, 112.9926161481339 -1.952372062162092, 113.1445074112891 -1.911940707924472))"
GUNUNG MAKMUR,-1.76127,112.59742,"RSPO Certified, MB",RSPO Certified,KARYA MAKMUR BAHAGIA,Indonesia,Kalimantan Tengah,Kotawaringin Timur, ,2-High Confidence,{81A71CDC-5BAF-430D-A3C8-B6AAE06FF771},BUMITAMA GUNAJAYA AGRO (BGA),po1000001684,2.0,3.0,3.0,19724.875764705877,50926.27235294117,44168.23552941176,507.4676470588234,1197.1930588235296,282.88376470588236,602.2658823529413,367.3792941176471,806.0174117647059,596.0661176470588,820.8811764705881,868.8924705882353,2085.414352941176,997.5882352941176,2414.108117647059,1950.0289411764702,2731.3214117647053,937.7576470588235,1067.0308235294115,752.9011764705881,421.7576470588235,317.9205882352941,0.3873221984127157,0.44658509737322477,0.5534149026267752,"POLYGON ((112.5714160062378 -1.91250258164431, 112.5406138900414 -1.900577984847626, 112.4297810720273 -1.677103796071252, 112.6820561534891 -1.679281182717031, 112.7334346710364 -1.712540479686945, 112.7342219457145 -1.716125599679696, 112.5813335367976 -1.909554168879032, 112.5714160062378 -1.91250258164431))"
SUNGAI BENGKAL,-1.59056,102.61,"RSPO Certified, MB",RSPO Certified,SATYA KISMA USAHA,Indonesia,Jambi,Tebo, ,1-Fully Verified,{28FD3284-BF3F-424B-B8C9-3F1067327177},SINAR MAS,po1000001722,3.0,3.0,3.0,23502.00352941177,52184.44411764704,46394.10494117647,455.8143529411764,469.0302352941176,210.19376470588236,1415.8115294117645,1742.5538823529414,4448.497764705883,1970.4515294117646,1236.688588235294,1676.9968235294116,709.7872941176471,761.1921176470589,2788.1548235294117,808.1269411764705,748.3284705882354,745.6341176470587,919.1992941176471,824.8577647058825,972.9451764705883,597.7390588235294,0.45036416362753157,0.5065730561934579,0.49342694380654206,"POLYGON ((102.4539767816384 -1.595181016501296, 102.6318838352498 -1.532368112644363, 102.6674554674043 -1.535683016657109, 102.660343999675 -1.702509481739184, 102.5896025345092 -1.809405553737194, 102.5107653196651 -1.786920460287698, 102.4892744221751 -1.772857388565074, 102.4539767816384 -1.595181016501296))"
JORONG,-3.8227,114.96345,"RSPO Certified, MB",RSPO Certified,GAWI MAKMUR KALIMANTAN,Indonesia,Kalimantan Selatan,Tanah Laut, ,1-Fully Verified,{F7EF4936-BD79-4925-95CF-103CBF5BD76A},WINGS AGRO,po1000001740,3.0,2.0,3.0,16208.062235294126,64574.78576470576,51528.626470588184,917.1645882352941,526.236705882353,635.3389411764706,716.8676470588235,136.40505882352937,1216.8155294117646,614.4187058823528,151.89388235294115,289.1156470588235,496.30058823529424,498.7436470588234,796.894588235294,768.7736470588235,1596.763764705882,2592.3299999999995,2701.7332941176473,450.48811764705886,581.8157647058823,519.9621176470588,0.25099676357196476,0.3145448141247363,0.6854551858752638,"POLYGON ((114.8458666303173 -3.827398109746866, 115.0473362148269 -3.456877762350987, 115.072616852106 -3.892802034833954, 114.8855868823757 -3.877009942533964, 114.8458666303173 -3.827398109746866))"
BUKIT PERAK,-1.82015,105.5509,"RSPO Certified, MB",RSPO Certified,BUMI PERMAI LESTARI,Indonesia,Bangka Belitung,Bangka Barat, ,1-Fully Verified,{6F92E1E6-E3B7-41A0-9F95-56682D1BE922},SINAR MAS,po1000001761,5.0,3.0,3.0,44794.86176470586,108530.00117647054,91792.06341176464,1182.8467058823528,1188.0857647058824,714.0469411764705,1554.0674117647063,1202.3403529411764,1787.9632941176471,1277.0629411764705,2772.731294117647,5344.747411764706,1369.0005882352941,1652.8150588235294,3281.763882352941,1399.1862352941175,4131.306,3619.863176470588,3298.538470588235,2196.0345882352944,2435.049176470588,4387.412470588236,0.4127417421830587,0.4880036475894786,0.5119963524105213,"POLYGON ((105.6052574082535 -1.945836878485568, 105.1922741030887 -1.562330947208133, 105.2332975854778 -1.500543565251428, 105.3790148118635 -1.402554123099577, 105.5509 -1.368143805538717, 105.618924116356 -1.381761859954552, 105.7645254829779 -1.710144259702231, 105.6458814133143 -1.930240242365317, 105.6052574082535 -1.945836878485568))"
MUARA WAHAU,1.11116,117.02316,"RSPO Certified, MB",RSPO Certified,KRESNA DUTA AGROINDO,Indonesia,Kalimantan Timur,Kutai Timur, ,1-Fully Verified,{2374EB3F-08D8-45DF-83C0-A831D4B2AB0C},SINAR MAS,po1000001765,3.0,1.0,3.0,15122.221411764702,73804.81411764705,70152.06635294118,136.47811764705884,300.47117647058826,99.34235294117646,276.75529411764705,190.29282352941178,280.86282352941174,979.6355294117648,205.4654117647059,515.749411764706,272.05623529411764,545.7811764705882,584.0594117647058,810.7528235294118,1989.1362352941173,1785.0063529411764,3462.134470588235,1021.7294117647058,974.0569411764707,692.4554117647058,0.20489478352535967,0.21556344948819445,0.7844365505118056,"POLYGON ((117.106307182069 1.232336960246251, 117.3280135655954 1.128871653296918, 117.3352199925611 1.101089308437599, 117.1223510424457 0.9262323893995764, 116.967380312899 1.032157771839178, 117.106307182069 1.232336960246251))"
SEUNAGAN,4.06,96.26222,"RSPO Certified, MB",RSPO Certified,SOCFIN INDONESIA,Indonesia,Aceh,Nagan Raya, ,1-Fully Verified,{E16CEF80-0C5A-487F-A3F8-A389A727225A},SOCFIN,po1000001774,3.0,4.0,3.0,13671.167647058826,29856.553411764704,22929.162000000004,355.27376470588234,108.54105882352941,205.6994117647059,517.0842352941175,1092.5470588235294,436.72341176470593,398.7416470588235,745.6814117647059,2202.99,1174.608705882353,2051.9456470588234,582.4531764705882,574.8691764705883,717.244588235294,421.3387058823529,481.1922352941176,864.4249411764706,470.12964705882354,269.6788235294118,0.45789503759907624,0.5962349451348821,0.40376505486511793,"POLYGON ((95.81490836535735 4.069319237819888, 96.21051895822025 4.203917328885878, 96.36153316326795 4.019724312733962, 96.3637954458472 4.007081417153628, 96.3519819641615 3.909249303838344, 96.0760777493077 3.65276365029729, 95.94461758547779 3.741008034728604, 95.84725244762996 3.887378009260631, 95.81306235794024 4.059999999999646, 95.81490836535735 4.069319237819888))"
LAE BUTAR,2.39111,97.95667,"RSPO Certified, IP",RSPO Certified,SOCFIN INDONESIA,Indonesia,Aceh,Aceh Singkil, ,1-Fully Verified,{C6FB018C-4840-4F8B-AC47-DD4FA66FBAD2},SOCFIN,po1000001775,2.0,5.0,2.0,9541.66482352941,16737.998470588234,14507.595882352934,413.52423529411766,149.09117647058824,1021.8589411764706,865.2444705882355,1138.0094117647059,791.3396470588237,712.8261176470588,1026.6480000000001,1917.797294117647,332.06611764705883,177.25376470588236,217.1414117647059,100.69129411764703,114.28482352941175,66.19870588235294,98.90435294117647,114.8615294117647,144.1870588235294,139.73647058823528,0.5700600845612386,0.6577013104656374,0.3422986895343626,"POLYGON ((98.03536479135165 2.383016364272385, 97.74203619943547 2.232399822047024, 97.95104159071212 2.427590304218123, 97.98379258112773 2.435489374200198, 98.03532439203532 2.383083800825598, 98.03536479135165 2.383016364272385))"
SEUMANYAM,3.96528,96.56528,"RSPO Certified, IP",RSPO Certified,SOCFIN INDONESIA,Indonesia,Aceh,Nagan Raya, ,1-Fully Verified,{AA9AB83B-17EA-4C54-8148-52572090A845},SOCFIN,po1000001777,3.0,3.0,3.0,5098.60305882353,14479.785529411769,10492.649999999996,347.5157647058823,150.19235294117647,284.56482352941174,253.5095294117647,265.60235294117643,98.89905882352942,112.31082352941175,192.47258823529415,542.2524705882352,309.23576470588233,634.8836470588236,321.0977647058823,342.5368235294118,334.74352941176465,128.0735294117647,249.9109411764706,227.664,156.12705882352938,147.0102352941176,0.35211868632080884,0.4859213886695479,0.5140786113304521,"POLYGON ((96.49152060167131 3.903875698167035, 96.45888303116081 3.918622334683542, 96.53828062866194 4.023667503719865, 96.57179010210479 4.050834061874045, 96.61241403081479 3.925299731076953, 96.49152060167131 3.903875698167035))"
SEI BARUHUR,1.68848,100.28577,"RSPO Certified, MB",RSPO Certified,PERKEBUNAN NUSANTARA III,Indonesia,Sumatera Utara,Labuhanbatu Selatan, ,1-Fully Verified,{946ECAB7-E3ED-4834-868B-53C530477A75},PTPN III,po1000001784,3.0,5.0,2.0,2565.818470588234,4873.174588235297,3637.0432941176527,237.5138823529412,10.64435294117647,1.17,58.182705882352934,17.64,27.453176470588232,611.2507058823527,329.0689411764706,316.59635294117635,207.69529411764708,452.2337647058828,142.1936470588235,2.159294117647059,1.7999999999999998,10.436470588235293,29.552470588235295,15.389999999999999,36.762352941176474,58.07505882352941,0.5265188891000483,0.7054682232510245,0.29453177674897546,"POLYGON ((100.2879088874901 1.632173493104692, 100.2253153121611 1.66870556889937, 100.2305791882409 1.70800826036263, 100.3088954685086 1.695389873927926, 100.2879088874901 1.632173493104692))"
LEMBIRU,-2.17,110.66778,"RSPO Certified, MB",RSPO Certified,SANDIKA NATAPALMA,Indonesia,Kalimantan Barat,Ketapang, ,2-High Confidence,{3E89082E-5CEF-4143-AFDD-1F45CC0930C6},SIME DARBY,po1000001867,4.0,4.0,3.0,29047.096941176464,62513.263764705924,52345.21588235294,615.8936470588235,679.9627058823529,50.23976470588235,843.9758823529413,275.7487058823529,825.7559999999999,586.7632941176471,1279.2430588235293,3503.33894117647,1883.0964705882357,2612.0781176470587,2100.259058823529,1148.8210588235295,3388.8490588235286,2946.5629411764694,1221.2971764705878,1993.1795294117646,1236.966705882353,1855.064823529412,0.46465494187772727,0.5549140728822377,0.4450859271177623,"POLYGON ((110.7373328014193 -2.281619317873757, 110.6126149060243 -2.266443663547513, 110.5796691056959 -2.218184263593848, 110.6167091497689 -2.025703688479286, 110.6805070573832 -1.978014599907816, 110.8142392352967 -2.07761360252237, 110.8219712074771 -2.130651637636253, 110.7373328014193 -2.281619317873757))"
JAK LUAY,0.95083,116.915,"RSPO Certified, MB",RSPO Certified,TAPIAN NADENGGAN,Indonesia,Kalimantan Timur,Kutai Timur,Jak Luay,1-Fully Verified,{05DF2863-7CDD-47DB-8111-141A2CD69ECB},SINAR MAS,po1000001920,5.0,4.0,3.0,42352.81094117641,84079.92882352942,75819.19447058822,562.9425882352941,434.7561176470588,93.43870588235292,342.33811764705877,436.56776470588227,2439.9367058823527,2054.1059999999998,1751.7021176470585,2639.969294117647,2071.205647058823,2687.361176470589,860.1148235294116,2228.617764705882,3566.0548235294114,3282.664235294118,8218.27164705882,3442.446,1692.868588235294,3547.448823529412,0.5037208229572638,0.5586027553696302,0.4413972446303698,"POLYGON ((116.9324076059739 1.055647042731324, 116.967380312899 1.032157771839178, 117.1223510424457 0.9262323893995764, 117.0164846876785 0.6790968510741405, 116.8680724367722 0.7249155799646304, 116.8442650674247 0.8381891944915045, 116.8891646691476 1.039689767972157, 116.9324076059739 1.055647042731324))"
SIKARAKARA,0.67206,99.092,"RSPO Certified, MB",RSPO Certified,RIMBA MUJUR MAHKOTA,Indonesia,Sumatera Utara,Mandailing Natal, ,1-Fully Verified,{9953F89C-1B88-4B11-9DDD-E318B3910023},PASIFIK AGRO SENTOSA (PAS),po1000001960,3.0,3.0,3.0,38226.42564705881,95522.28600000001,89562.92329411762,1146.598588235294,506.93364705882357,1649.4995294117648,1976.5461176470587,1513.3514117647057,1030.7957647058822,658.4018823529411,2667.1312941176466,3164.806235294118,1963.5250588235292,6215.70317647059,5242.466117647059,1723.9348235294117,2328.474352941176,2461.356705882353,987.4549411764705,1076.8542352941176,914.2807058823529,998.3110588235294,0.40018332106351395,0.4268108302084583,0.5731891697915417,"POLYGON ((99.0176075199078 0.4794546976254205, 98.79842485617446 0.3361680598932335, 98.77439758547779 0.3523304725193536, 98.67703244762995 0.4990256161848188, 98.64284235794024 0.6720599999909668, 98.67703244762995 0.8450881721487717, 98.75969604029054 0.9696209055358653, 99.39662118081306 0.8884555433720744, 99.0176075199078 0.4794546976254205))"
AUSTINDO NUSANTARA JAYA AGRI SIAIS,1.17442,99.15518,"RSPO Certified, MB",RSPO Certified,AUSTINDO NUSANTARA JAYA AGRI SIAIS,Indonesia,Sumatera Utara,Tapanuli Selatan, ,1-Fully Verified,{34094C8E-8557-4E49-AB80-383B4AADD36A},ANJ AGRO,po1000001992,2.0,2.0,3.0,60597.22976470588,268101.5251764705,255630.84811764702,590.5799999999999,1033.1615294117648,850.9309411764706,1511.4702352941174,3397.071176470588,4231.339058823529,2457.3868235294117,4550.304705882353,4734.192352941177,2648.8334117647055,5726.057999999999,4526.363294117647,3675.620117647057,7403.455764705881,3154.0034117647056,2792.513647058823,3011.578588235294,2316.4330588235293,1985.9336470588237,0.2260234428909698,0.23704975440529652,0.7629502455947035,"POLYGON ((98.75844429561424 0.9739424235859088, 98.99433814028345 1.276024073098498, 99.39476447928556 1.402740456165988, 99.45497435517392 1.266137507986848, 99.46515717225823 1.219658970048323, 99.44677432237151 0.8924857950859746, 99.39662118081306 0.8884555433720744, 98.76146233956655 0.9693958231468158, 98.75844429561424 0.9739424235859088))"
PKS 5,-1.97111,111.3519, ,Not RSPO Certified,DHARMA SATYA NUSANTARA,Indonesia,Kalimantan Tengah,Lamandau, ,1-Fully Verified,{9DAC6255-139B-4C59-97E1-B32B4DA793E5},DHARMA SATYA NUSANTARA (DSN),po1000002037,5.0,3.0,3.0,43194.806117647044,90264.95400000003,88496.6103529412,618.6981176470587,580.7721176470588,69.80682352941176,1020.444,720.6060000000001,1765.896,886.6976470588235,145.71317647058822,4386.430941176471,4540.137882352941,914.3671764705883,2519.348470588235,1459.7163529411762,3465.9539999999997,4229.534823529411,3797.425411764706,5855.995764705883,4241.055176470589,1976.2062352941177,0.47853351941714867,0.48809559988092194,0.511904400119078,"POLYGON ((111.4682069317356 -1.976341484729779, 111.396557535707 -2.057470164551818, 111.254504696287 -2.03944922441907, 111.1118469918061 -1.889675603611529, 111.1418225937307 -1.646233833742897, 111.470261911295 -1.969273449872544, 111.4682069317356 -1.976341484729779))"
PERANAP,-0.58472,102.01944,"RSPO Certified, MB",RSPO Certified,RIGUNAS AGRI UTAMA,Indonesia,Riau,Indragiri Hulu, ,1-Fully Verified,{EC813794-65BA-4E9D-929A-F00415051967},ROYAL GOLDEN EAGLE,po1000002063,3.0,4.0,2.0,21491.88988235295,37528.23070588236,34457.606823529415,1432.6207058823527,466.01823529411763,369.9709411764706,1418.072117647059,1772.812588235293,2418.333176470588,880.3605882352941,1591.5398823529413,1081.6076470588237,1853.1518823529414,796.4032941176471,2240.3121176470586,716.8390588235293,964.5317647058822,639.3183529411764,1039.376117647059,915.078705882353,441.34235294117644,454.2003529411765,0.5726859347777407,0.6237197490940429,0.37628025090595707,"POLYGON ((102.165131069409 -0.6234540628295226, 102.1145905628639 -0.6922772747858957, 102.0568984206889 -0.7356410774438173, 101.908748806943 -0.5642858015513177, 101.9651916563688 -0.5028807980995714, 102.1637539831964 -0.5977000744525771, 102.165131069409 -0.6234540628295226))"
PKS 4,1.15178,116.74633,"RSPO Certified, MB",RSPO Certified,DHARMA SATYA NUSANTARA,Indonesia,Kalimantan Timur,Kutai Timur, ,1-Fully Verified,{9E94B5F4-2FE0-43F0-B377-30BCBF2FF677},DHARMA SATYA NUSANTARA (DSN),po1000002088,1.0,1.0,3.0,9086.870117647062,60409.93623529403,55601.9385882352,701.8259999999999,275.54929411764704,1143.1016470588236,2842.7519999999995,417.91799999999995,120.49729411764704,67.31364705882352,353.1285882352941,547.3962352941176,166.70223529411766,131.67,269.1564705882353,409.698,504.7281176470587,260.01388235294115,736.7894117647058,63.287647058823524,18.55164705882353,56.79,0.1504201243029641,0.1634272176180877,0.8365727823819122,"POLYGON ((116.8100852005747 1.204473070827751, 116.8146818248884 1.198736718594186, 116.7824360708001 1.073327954739436, 116.4314244005303 1.056961657362656, 116.3066596510083 1.10377213833909, 116.3026954771778 1.123831857409697, 116.7887841307196 1.210407063930314, 116.8100852005747 1.204473070827751))"
