umlid,treeloss_sum,land_area,forest_area,treeloss_2001,treeloss_2002,treeloss_2003,treeloss_2004,treeloss_2005,treeloss_2006,treeloss_2007,treeloss_2008,treeloss_2009,treeloss_2010,treeloss_2011,treeloss_2012,treeloss_2013,treeloss_2014,treeloss_2015,treeloss_2016,treeloss_2017,treeloss_2018,treeloss_2019,treeloss_sum_proportion_of_land,treeloss_sum_proportion_of_forest,remaining_proportion_of_forest
PO1000004267,407139.28129411757,771611.7539999998,666706.8765882351,8357.802352941177,11649.982941176471,5269.750235294117,16467.226235294118,38954.98129411765,30660.98152941176,18574.463647058823,21607.278000000002,40134.882,41845.22894117646,23693.80305882353,49363.307647058806,18321.24882352941,20254.783764705884,8062.714941176469,18022.848705882352,12649.430117647058,14430.841764705881,8817.725294117647,0.5276478477466501,0.6106720893259525,0.3893279106740475
PO1000004268,381053.66011764697,771831.4048235292,632193.7623529411,11637.485999999999,12412.392,4102.628117647059,16133.400705882352,38295.68858823529,25805.148352941174,16053.684705882351,16982.236235294116,41853.90776470588,37580.97494117647,23252.125058823527,33882.91411764706,16653.092117647055,17862.363176470586,10198.964823529412,17452.50211764706,16127.855647058825,14774.026588235294,9992.26905882353,0.4937006420524839,0.6027482123509348,0.3972517876490652
PO1000004269,330028.46647058823,714146.9484705881,606702.9112941175,8367.996352941176,10491.98294117647,4138.601294117647,19720.801411764704,33186.36705882353,15871.09305882353,13871.98058823529,8367.558352941174,34526.51435294118,31818.447176470592,21696.531882352945,25830.711176470588,14809.046470588235,18507.710470588238,11003.85,15935.309647058823,15747.331411764706,13004.983764705881,13131.64905882353,0.4621296319719279,0.5439704677972066,0.4560295322027934
PO1000004270,295853.56623529416,784859.5711764706,676513.3316470587,8466.518470588235,10878.004235294116,5243.27294117647,22485.092470588235,25651.242352941168,14209.976470588237,9885.307411764705,8138.151176470587,25911.526588235298,18917.908588235292,18387.63070588235,17592.382941176467,14826.362117647059,18295.255058823528,11884.434705882351,17787.087529411765,18079.240588235294,14107.653529411766,15106.518352941177,0.37695095670658946,0.43732111755285086,0.5626788824471491
PO1000004271,283109.62588235294,725732.5545882356,603211.3358823531,7055.611058823531,10562.03894117647,5321.975294117647,21477.039529411762,28063.702235294117,14652.880235294117,10754.174117647057,5695.032352941176,27607.071529411754,23294.465647058823,15840.06105882353,18551.891294117646,9590.129647058824,16416.436588235294,10176.96,16087.877294117645,15139.285411764708,13276.060235294119,13546.933411764705,0.390101868921924,0.469337376540233,0.530662623459767
PO1000004273,211659.06952941176,780208.633764706,692993.8027058823,7070.1885882352935,7919.460705882354,6814.285411764705,16079.372117647057,16876.042235294117,10064.496705882353,6422.979176470587,4623.018705882353,12573.746470588234,16148.938941176471,11908.69905882353,15072.83117647059,6121.022823529412,12916.851176470585,8689.284352941177,14387.96188235294,13437.507176470588,12787.90094117647,11744.48188235294,0.27128521829872954,0.30542707409930947,0.6945729259006905
PO1000004274,151641.59294117647,672505.9821176471,609343.7699999999,4488.135176470589,2068.8402352941175,3830.6851764705884,5370.613764705882,5583.627176470588,7627.132588235293,6003.733058823529,16585.98882352941,15236.015294117646,12399.079058823529,7740.372705882352,15183.269999999999,7179.163764705882,9824.752235294118,5378.557764705882,6202.889999999999,5823.1291764705875,10512.121764705882,4603.485176470588,0.22548735174618645,0.2488604961714411,0.7511395038285589
PO1000004275,210243.93670588234,780683.4261176473,680002.2769411766,10669.065176470587,6551.288470588237,7562.027647058822,15740.515058823528,16704.889411764707,10553.323411764706,8702.27894117647,6090.27,16276.548705882355,16879.237411764705,12594.373764705882,12590.06788235294,6196.928823529412,11667.92188235294,8507.48223529412,12198.462705882353,11963.493882352941,8956.697294117646,9839.063999999998,0.2693075447386263,0.3091812245859133,0.6908187754140866
PO1000004277,195652.0051764706,765407.876823529,644334.0977647055,12365.589882352942,5086.095529411764,6789.918705882352,14454.641647058825,12417.138352941178,9022.163647058824,7560.91094117647,4326.6179999999995,16478.419764705883,14856.407294117647,12040.129411764703,9841.447058823529,6251.230235294118,12199.180941176472,8661.56505882353,13176.803647058821,11934.594705882353,8681.256352941176,9507.893999999998,0.2556179667087222,0.3036499323180592,0.6963500676819407
PO1000004280,197775.66529411764,660449.0728235295,552323.8835294117,11433.056470588235,6517.795058823529,7519.903058823529,17422.252588235293,18353.139529411765,10862.383058823529,7957.296,4016.1677647058823,15180.46482352941,17445.585529411765,10690.023882352942,11297.133529411765,4302.4274117647055,9384.243176470587,7164.45705882353,10767.771176470585,9934.466823529412,8130.073058823528,9397.025294117648,0.2994563448300318,0.358079147384156,0.641920852615844
PO1000004281,193565.45117647058,722522.8785882356,551817.3797647061,14538.082588235293,5205.338470588235,6213.625411764705,12529.790470588234,11091.17788235294,9350.876823529412,7537.142823529412,4513.788,16845.167999999998,14652.185294117646,11629.397647058824,8998.970470588234,5683.629529411764,10525.226823529412,9270.811058823529,13835.095058823528,11309.822117647058,9925.766117647057,9909.556588235295,0.26790217571336333,0.35077809846983526,0.6492219015301648
PO1000004284,163625.73352941175,654247.3492941175,580245.2389411763,10119.931411764706,8633.031176470586,5024.471647058824,8296.452352941178,3437.104235294117,6729.202235294117,11054.322352941177,8764.779529411764,12691.041529411763,6425.743764705881,12437.478705882353,12953.189294117648,6899.656588235293,9993.59964705882,8836.890705882353,10466.260941176472,7232.964352941177,7604.26094117647,6025.352117647059,0.25009766368324043,0.28199409930186375,0.7180059006981363
PO1000004285,155406.06282352944,538231.9492941175,396548.9311764705,11761.363058823528,4441.738941176471,5111.9925882352945,10385.544705882352,9453.225882352941,7932.726705882352,6163.570588235294,3016.522588235294,13550.713411764706,12533.79,8901.27105882353,7022.507294117647,4002.439058823529,8231.908941176469,7604.307529411766,11210.996470588234,8529.26611764706,7658.434941176471,7893.742941176471,0.28873437005614766,0.3918963099017188,0.6081036900982812
PO1000004286,79980.20999999999,786572.513647059,708184.3672941176,2828.038588235294,1316.045294117647,845.7882352941176,1902.7475294117646,1668.3829411764707,1730.2923529411764,4111.388117647059,5013.179999999999,5433.24,10909.880823529411,3423.8562352941176,7926.501529411763,1953.0716470588234,8302.393411764706,2757.049764705882,6791.630470588234,4217.68694117647,5492.4165882352945,3356.6195294117647,0.10168192838211446,0.11293698886011026,0.8870630111398897
PO1000004288,139116.47999999995,532374.982235294,358202.1232941177,11416.759058823529,3547.9461176470586,4945.567764705881,7728.129529411764,7384.385647058821,7103.310705882352,5227.414588235294,3301.5049411764703,9842.84294117647,8943.714352941175,6721.423764705883,5619.698117647059,3722.327294117647,8263.602352941176,7725.214588235294,12095.857411764704,8361.856235294117,10007.169529411764,7157.755058823529,0.26131295542079885,0.38837424725640785,0.6116257527435922
PO1000004289,133032.90882352943,509266.7837647058,338985.32752941165,11105.774117647059,3407.649882352942,4097.527058823529,7361.697529411764,6584.038588235294,6828.807529411764,5003.179058823529,3234.8414117647058,9461.628352941174,8623.07788235294,6341.036823529413,5478.037411764705,3635.7501176470587,7847.194588235294,7379.633647058822,11815.195411764704,7937.8507058823525,9851.059411764705,7038.929294117646,0.26122439763319416,0.3924444452894115,0.6075555547105884
PO1000004291,106348.98741176467,775213.1474117645,549143.9827058822,3982.429411764706,2093.3572941176467,4281.301058823529,3799.897411764706,2710.5352941176466,3672.1041176470594,3798.2361176470586,4403.043529411764,9143.796705882352,6465.769058823528,7471.085294117648,11521.944705882353,3975.520588235294,8603.620588235293,3519.031764705882,6683.795647058822,4974.884470588236,8622.648705882353,6625.985647058823,0.13718676955729703,0.19366321176412576,0.8063367882358743
PO1000004292,92108.71552941175,392857.929529412,229831.99552941186,8008.303411764705,2396.1504705882353,3481.8896470588234,3970.4985882352935,3083.327294117647,3832.6927058823526,2910.0144705882353,2718.507529411764,5227.691647058823,5424.488117647059,4204.725529411765,5051.7469411764705,2450.7780000000002,5796.393529411765,4520.931176470588,8029.898470588234,6567.6370588235295,9356.275764705882,5076.765176470587,0.23445807913243577,0.4007654170048943,0.5992345829951057
PO1000004294,84133.89847058825,450468.29964705906,248702.37952941202,5536.26,2188.51094117647,3310.4018823529414,2727.8537647058824,2295.753176470588,3178.9609411764704,2596.9743529411758,2979.769411764705,5058.800117647059,4103.679529411765,3460.9482352941172,5372.134235294117,2333.4204705882353,6252.873529411764,4550.819647058824,7873.308705882354,6168.622941176471,9280.825411764705,4863.981176470588,0.18676985380881844,0.3382914897307543,0.6617085102692457
PO1000004295,102424.47035294116,782503.2504705886,598806.8901176472,3812.1822352941185,1957.927058823529,3770.293058823529,4031.7592941176467,3364.1032941176472,3892.8483529411765,3873.911647058823,4134.530117647059,9389.29905882353,6698.57611764706,7005.90882352941,10111.003411764706,4249.129764705883,8983.596705882353,2937.1930588235296,5993.977058823528,4447.285764705882,7797.870705882351,5973.074823529411,0.13089334809963313,0.1710475815213447,0.8289524184786553
PO1000004296,104412.09388235294,738868.6704705885,527888.4314117648,3900.932823529412,2235.2724705882356,3866.6378823529412,4029.982235294118,3390.643764705882,4132.680705882353,3894.5004705882347,4264.225411764705,9756.645176470589,6913.108941176471,7073.064352941176,10927.692,4199.119764705882,8187.120352941178,3156.6151764705883,5854.139294117647,4405.547647058824,8077.57588235294,6146.589529411765,0.14131346754200913,0.19779197207091126,0.8022080279290887
PO1000004297,111492.38258823531,784540.2243529413,649112.1924705884,3950.6731764705883,2213.982705882353,3783.997058823529,4359.288,3916.724470588235,4530.209294117647,5390.095764705882,4971.147176470588,10437.096705882352,8173.685294117646,6849.914823529413,9787.384235294117,4333.984235294118,7981.260705882353,3025.2575294117646,6362.568000000001,5089.571294117647,9366.724235294116,6968.817882352941,0.14211174790966258,0.1717613440041601,0.8282386559958399
PO1000004299,106127.12435294117,357159.7115294118,320847.99458823533,2953.8508235294116,1310.6343529411763,2996.553176470589,1637.697176470588,3388.0048235294116,2105.691176470588,2269.376117647059,3594.188117647059,18974.917764705882,7539.693176470588,13214.956941176468,8733.51776470588,8083.747764705881,6413.269764705881,3809.1907058823526,5179.299176470588,6383.244705882353,4655.497058823529,2883.793764705882,0.2971419253825937,0.3307707267709149,0.6692292732290851
PO1000004300,110104.37294117647,470717.84541176475,429478.5575294118,3173.5634117647055,1433.7465882352942,4154.530235294118,1728.8880000000001,3478.289647058824,2226.1122352941175,2414.2037647058823,3735.887647058824,19258.59988235294,7634.420117647058,13438.46188235294,8779.976117647058,8138.470941176472,6551.976352941177,3957.461647058824,5383.293176470588,6678.4104705882355,4879.471411764706,3058.6094117647062,0.23390736938146386,0.2563675671599419,0.7436324328400581
PO1000004302,112010.8185882353,732690.8657647057,643023.0,3172.18305882353,2521.59,2948.9424705882348,3822.173999999999,3574.792588235294,4335.3,6449.581411764705,5678.217176470588,9022.097294117648,7753.972588235292,4995.4800000000005,7218.673411764705,7441.192588235294,8660.799176470588,4947.232588235294,8506.48976470588,6335.402117647058,9363.800117647059,5262.898235294117,0.15287595877332275,0.17419410905711818,0.8258058909428818
PO1000004303,141729.57,552457.0087058824,497845.1435294118,4108.878352941176,1654.936588235294,1943.5736470588236,2226.5650588235294,4855.630588235294,2856.7231764705884,4061.7592941176467,6820.4742352941175,18476.386235294118,8679.169764705883,16475.38411764706,11811.43905882353,12673.01505882353,10889.594470588236,5541.232235294116,7618.617176470587,10074.60388235294,6820.047176470587,4141.539882352941,0.2565440708807337,0.2846860551761652,0.7153139448238348
PO1000004305,108426.79870588235,626241.1369411766,530465.8736470587,3095.752235294118,2512.956705882353,2968.279764705882,3151.2063529411757,2943.3444705882343,4124.211529411765,5692.987411764705,4815.952235294118,8293.537764705883,7686.36388235294,4091.910352941176,6686.020235294118,7785.565411764705,9083.064,5517.128117647059,8779.785176470588,6276.657176470588,9559.867058823529,5362.208823529411,0.17313905508584782,0.20439919718195343,0.7956008028180466
PO1000004306,228800.89623529415,732431.2478823533,683846.229529412,6856.9785882352935,8540.460352941176,7837.656352941176,24244.91223529412,16546.68882352941,17509.23,10175.984823529412,18645.07835294117,28171.18552941176,10823.907176470586,8939.462470588236,12113.702117647059,4698.302823529411,11269.222235294119,9276.757411764705,6580.561764705882,9531.883058823529,8860.71494117647,8178.207176470589,0.31238549269548,0.3345794512791907,0.6654205487208094
PO1000004307,118741.38352941175,763316.7832941177,519849.10623529414,7223.298352941177,2742.2802352941176,4116.401999999999,3683.632588235294,2963.617411764706,4145.882470588235,4306.399058823528,3967.416,7351.065529411764,6227.410235294117,4639.471411764705,7185.267176470589,3157.8271764705883,10670.565882352941,5929.4565882352945,13144.994117647058,8476.827529411763,11807.664352941176,7001.905411764706,0.15555977037080143,0.22841509604455684,0.7715849039554432
PO1000004308,107219.31529411762,661065.2537647058,615600.8491764705,2920.3125882352942,1168.4474117647057,867.9663529411764,2217.5290588235293,5057.000823529411,1832.1112941176468,3254.8425882352944,6453.964588235294,7942.712470588238,4076.948117647058,8055.0974117647065,9193.347529411763,12186.321176470587,11052.368470588233,4782.841058823528,7142.529529411764,9272.442000000001,5679.039529411764,4063.493294117647,0.1621917271910957,0.17417018744784368,0.8258298125521564
PO1000004309,111017.23552941176,531318.438705882,436028.574352941,1944.2975294117648,1603.274470588235,1083.9423529411765,2013.5802352941175,1930.8659999999998,2025.6169411764706,2848.330588235294,2484.9656470588234,8145.897882352941,6708.275294117647,6550.591411764706,9653.275058823529,9238.770352941176,13391.947764705881,9734.903647058823,11655.830117647058,7070.385529411765,8625.379058823528,4307.105647058823,0.20894670209415928,0.25461000048943916,0.7453899995105608
PO1000004310,259718.64882352937,780382.879764706,554450.9714117647,5273.546470588235,7385.772352941176,4648.971176470587,9459.174352941176,7859.246823529412,12137.486823529413,19201.184823529413,11215.570235294119,20072.86517647059,11681.737411764707,6304.540941176469,25939.677882352942,9970.842352941174,14909.232352941175,14413.505294117647,24243.533647058826,23374.37223529412,15866.126117647058,15761.262352941176,0.33280926011836315,0.4684249144017614,0.5315750855982386
PO1000004311,82547.9505882353,631328.1243529412,504404.755764706,911.3837647058823,1050.843176470588,739.5307058823529,1741.9623529411765,1879.6291764705884,1525.7361176470588,1017.8812941176471,2005.4647058823532,7212.841764705883,5080.641176470588,4988.3110588235295,6572.6071764705885,3985.732941176471,10801.840588235293,6432.756705882353,9552.993529411766,5004.625411764706,7266.891176470588,4776.277764705882,0.13075284848562715,0.16365418772288925,0.8363458122771108
PO1000004312,77508.22270588235,786587.2852941176,715058.2235294117,2689.959882352941,1217.538705882353,827.3742352941176,1862.2888235294115,1672.2914117647058,1605.4715294117648,4043.0685882352936,4751.030823529412,5891.905764705883,10563.37588235294,3556.711411764706,7737.802588235295,1801.0302352941178,7819.645411764705,2549.189294117647,6576.634941176471,3868.5296470588232,5233.583647058825,3240.7898823529413,0.09853734500285086,0.10839428196953571,0.8916057180304643
PO1000004313,374801.832,738995.0950588237,619798.1188235293,11528.578235294117,13760.507999999998,5000.2411764705885,20188.23564705882,37366.53564705883,20193.79341176471,15098.670352941175,13785.488823529411,42045.41823529411,36366.38470588235,23849.094,32145.73517647059,16091.372117647057,19455.224117647056,10842.163764705881,15901.17494117647,15587.222823529411,14415.127411764704,11180.863411764703,0.5071776991566715,0.6047159883470292,0.3952840116529708
PO1000004314,147860.32517647056,587202.9225882357,403724.3911764708,11975.05094117647,3793.7823529411767,5146.251882352942,7964.734235294118,7477.864588235295,7222.498941176471,6154.437529411764,3723.7217647058824,10339.47705882353,9301.481647058823,7400.481176470589,6064.969411764706,4006.3577647058823,8987.120470588234,8237.704235294117,12798.84,8849.659058823529,10883.967882352941,7531.924235294116,0.251804477615236,0.3662407533654308,0.6337592466345692
PO1000004315,329603.80941176467,786024.5678823527,684257.2051764706,21413.85388235294,13569.771529411762,2704.4477647058825,13717.736470588237,18445.179529411766,11707.721647058821,23055.428470588235,24796.703294117644,15499.185176470586,23512.532117647053,20153.81576470588,31327.532470588234,17996.08870588235,16945.265647058826,13325.982705882352,16583.61952941176,19819.626,11346.082941176472,13683.235764705883,0.4193301620326678,0.4816957818175397,0.5183042181824603
PO1000004316,229391.08870588234,715430.7589411762,672895.4135294118,2237.298705882353,2922.372,1186.6803529411764,5131.838470588235,2894.3311764705877,8183.0661176470585,7268.793882352942,14938.276941176471,22977.70482352941,13607.628352941174,15482.057647058826,21382.97082352941,15276.037058823526,19691.70317647059,27038.292352941175,19630.453764705882,10692.476117647058,6925.1227058823515,11923.984235294118,0.3206335285966412,0.34090154887919416,0.6590984511208058
PO1000004317,311369.26447058824,783439.6189411763,700596.306352941,9218.078117647057,7847.184705882352,2461.951411764706,13636.512705882351,7387.722705882353,25166.53094117647,5128.174235294117,29957.243294117645,17743.904470588233,10614.18,13602.003529411762,56205.35294117647,13162.773882352942,20627.49282352941,15087.984352941176,24198.7874117647,11936.114470588234,14818.110352941176,12569.162117647062,0.3974387520654186,0.4444346361051596,0.5555653638948403
PO1000004318,218035.17847058823,728470.5695294117,705988.0803529412,4146.306352941177,3540.723882352941,2488.8130588235294,6281.636470588234,4069.6492941176466,6656.614588235294,6203.208352941176,18529.69941176471,20948.746941176472,10047.289058823528,18360.55517647059,24576.18705882353,15143.219999999998,16124.140588235294,19792.638,17216.628,8668.411411764704,5681.145529411765,9559.565294117647,0.29930540448797793,0.3088369117529392,0.6911630882470607
PO1000004320,93001.14811764707,546784.3496470591,346437.01094117627,2787.574588235294,1865.4755294117645,3395.8485882352943,3884.8376470588237,3513.511058823529,4037.2697647058826,3217.5681176470584,3962.684823529412,8860.094470588236,5383.375411764706,6427.980352941177,8573.563764705881,4040.331176470588,7011.861529411764,2684.423294117647,5193.201176470588,3810.5322352941175,8285.19105882353,6065.823529411764,0.1700874360754434,0.2684503825529147,0.7315496174470852
PO1000004321,111515.04705882352,758737.774588235,498415.5088235292,6587.087294117647,2684.1709411764705,4042.4488235294116,3361.1050588235294,2586.9462352941173,4042.6492941176466,3645.5936470588235,4015.273764705882,7362.59611764706,5463.607411764706,3865.7767058823524,7085.800588235294,2951.397882352941,9901.670117647058,5882.839411764706,10949.091882352941,7779.24105882353,12331.067294117649,6976.683529411764,0.14697442356727586,0.22373911943881133,0.7762608805611887
PO1000004323,360254.51752941177,784775.3361176471,697706.6887058823,6266.688705882353,8185.564941176471,1996.9475294117647,21466.998352941177,18998.938235294114,18813.416470588236,33876.126000000004,33449.629058823535,23116.26,5748.3391764705875,10225.49294117647,46780.36976470587,13228.335176470588,21548.71870588235,15930.510352941172,40629.03529411764,14950.925294117646,16379.228823529413,8662.992705882352,0.45905433179338007,0.5163409257228387,0.48365907427716126
PO1000004325,170056.01858823525,668085.03,601945.9987058822,7359.445411764706,4995.957176470589,3738.113999999999,5569.006941176472,2311.957058823529,5865.626823529411,11686.388470588236,8556.75705882353,10275.89894117647,6976.749176470588,14258.967529411762,17725.720588235294,7197.765882352943,15646.941529411766,15798.492705882354,8860.052823529411,7932.08294117647,8360.350941176472,6939.742588235294,0.25454247730746976,0.2825104227851618,0.7174895772148382
PO1000004327,258158.63047058822,778718.6410588234,633757.9485882353,6778.738588235295,7763.937882352941,4842.820235294116,14832.897882352938,26888.985529411762,22241.991176470587,20083.615411764706,14661.500117647058,19665.2174117647,16209.90988235294,8777.577176470588,15449.887764705882,11428.224705882354,10336.051411764705,8810.552117647061,11610.079411764706,13178.298352941176,12916.207411764704,11682.137999999999,0.33151720898779313,0.4073457872136588,0.5926542127863412
PO1000004329,135573.43058823532,538310.8785882351,358037.30329411774,11549.007882352944,3789.4874117647055,4803.220588235294,7051.762235294116,5754.370235294118,6050.317764705882,4884.856588235294,3811.5098823529415,9586.749882352942,8544.479647058823,5975.25,5753.647764705883,3688.460470588235,8122.7156470588225,7415.253176470587,12020.65694117647,8458.945764705883,11036.860588235293,7275.878117647059,0.25184969500112625,0.37865727772188446,0.6213427222781156
PO1000004330,235776.2103529412,787795.0249411766,738792.4330588237,4224.330705882353,7426.973647058823,1059.485294117647,8577.14717647059,4815.628235294117,12882.38929411765,6283.645764705882,4559.908588235295,21736.109294117647,12301.270588235295,11208.998117647057,20881.360941176466,12446.711999999998,23639.683058823524,19302.862588235294,18381.65505882353,21275.20341176471,13410.470823529411,11362.375764705881,0.29928623929879,0.3191372837655585,0.6808627162344415
PO1000004331,135933.29329411764,463087.55047058815,411451.3556470588,4921.641176470587,4371.632823529412,3612.119294117647,9489.41576470588,7282.697294117647,6040.90694117647,6672.903176470587,9650.894823529412,16564.51835294118,5789.416588235294,12098.323058823531,5661.513882352941,6202.297058823529,6596.345294117647,4393.38494117647,5583.161294117647,6592.9814117647065,7948.939058823529,6460.201058823529,0.2935369200834327,0.3303751255852481,0.6696248744147519
PO1000004332,95260.66164705885,786069.7115294116,560309.2655294118,3814.5532941176466,1901.8976470588232,3638.1430588235294,2498.7084705882353,1720.8539999999998,3268.033411764706,3702.165176470588,3400.4519999999993,7072.3171764705885,5874.603529411765,5785.336235294117,10024.093411764707,3244.2804705882354,8362.96588235294,3562.9016470588235,8439.502941176472,4485.701294117646,8505.341294117645,5958.8107058823525,0.12118602237162343,0.17001443222084003,0.82998556777916
PO1000004334,300864.14858823526,781587.6825882354,672335.1388235295,1885.0648235294118,3883.3556470588237,1097.3816470588233,3858.857647058823,5998.137529411763,13698.619411764705,23855.79776470588,22789.71705882353,30727.24023529412,17118.76094117647,17107.790470588236,31000.719529411766,14910.053647058825,23222.645647058824,17609.39823529412,37978.24164705883,13037.948823529412,13033.520470588232,8050.897411764708,0.3849397262657987,0.4474913346262039,0.5525086653737961
PO1000004335,269491.8885882352,696764.9964705883,631828.5328235296,3157.952823529412,8442.752823529412,1977.5467058823526,6354.612,6238.1615294117655,6667.232823529412,7117.145647058823,11139.548470588235,21623.26058823529,15473.04705882353,31800.100588235295,21124.68952941176,18412.863882352944,27658.56035294118,26705.602941176465,20449.594235294117,18029.27117647059,10492.287529411766,6627.657882352941,0.3867758712813165,0.42652693664200914,0.5734730633579909
PO1000004336,126467.50976470589,628701.2209411765,408857.7289411763,10303.646470588237,3357.6624705882355,4569.0607058823525,5029.461529411764,4252.431176470588,5361.679058823529,4621.740705882353,4305.4111764705885,8289.36670588235,7490.721529411763,5557.009058823529,7390.604823529411,3550.786235294118,8212.588588235294,6539.625176470589,11088.714352941177,8053.395882352941,11749.364117647057,6744.24,0.20115677455720835,0.3093191122795215,0.6906808877204784
PO1000004337,245381.59376470585,777689.8231764704,700662.6628235292,7096.5779999999995,8465.444470588234,3983.0089411764707,8752.343647058822,7799.242235294116,10727.989764705882,12229.705764705885,17547.00564705882,13076.471294117646,10782.822352941175,14127.967058823526,17739.110823529412,10504.475294117645,14927.379176470587,16722.02435294118,23121.81988235294,19742.059764705882,17196.52764705882,10839.617647058822,0.3155263016847075,0.35021360033067483,0.6497863996693252
PO1000004339,108469.11741176469,681564.7799999999,441793.8607058823,7473.756705882352,2678.4229411764704,3877.254352941177,3445.770352941176,2910.9257647058826,4206.4605882352935,3659.5620000000004,3895.5585882352934,6742.899176470587,5505.179294117647,4648.265294117647,7276.694823529412,3066.5428235294116,8309.64211764706,5721.094235294117,9988.756235294117,7473.4079999999985,11351.877529411762,6237.046588235294,0.15914718687747437,0.2455197481433007,0.7544802518566993
PO1000004340,89440.02847058822,627883.7103529413,540294.2442352942,2056.8854117647056,1690.933411764706,1374.9074117647058,3771.9211764705883,3037.8734117647055,3730.169647058823,4695.765176470588,5639.172,7953.636,4277.333294117647,7764.098117647059,4806.944823529411,3307.7276470588235,5744.661882352941,3151.8239999999996,6525.991764705882,6805.648941176471,7654.437176470588,5450.097176470588,0.14244680503068452,0.16553948043103295,0.834460519568967
PO1000004341,321921.50223529415,786121.4244705881,699153.5615294117,10587.409764705882,13719.222705882352,2706.399882352941,15827.806235294116,27627.069882352942,18565.960588235295,28379.417647058825,28492.02952941176,21866.927294117646,26355.180352941174,23356.565647058822,27443.464941176473,17444.275411764705,11830.794,10340.98305882353,11609.751529411764,11233.084235294118,9033.018705882352,5502.140823529412,0.4095060791048807,0.4604446289754782,0.5395553710245218
PO1000004342,137708.57047058825,560551.7220000001,372374.07599999977,11424.27494117647,3633.257647058824,4596.147176470588,6573.991411764706,5296.825058823528,6019.021764705882,4943.285647058824,4062.9381176470583,10009.074352941176,8757.035647058825,6272.0315294117645,6654.887294117645,3853.226117647059,8637.072705882352,7727.556352941177,12233.141647058823,8514.598588235292,11556.542470588234,6943.661999999998,0.24566612689950534,0.3698124529769584,0.6301875470230416
PO1000004343,247988.9145882353,777906.7761176471,688628.774117647,7225.844470588236,9446.344588235293,3785.89694117647,9619.92882352941,7820.94105882353,10771.891058823529,12907.8,18089.85,13942.364117647057,10564.334470588235,15816.968470588236,17732.846470588236,10673.113411764705,14059.763647058824,14727.877411764704,23084.69294117647,19658.167411764705,16836.02329411765,11224.266000000001,0.31879001726388173,0.3601198844849145,0.6398801155150855
PO1000004344,104061.31729411763,783406.9489411763,568549.4382352941,3901.866,2048.952,3933.7912941176473,3734.56694117647,2651.060470588235,3635.919529411765,3752.871529411764,4380.563647058823,8992.727647058824,6445.834588235293,7487.146588235293,11417.380235294118,3789.721411764706,8675.053764705879,3262.0348235294114,6632.987647058822,4747.429764705882,8060.477294117647,6510.932117647058,0.13283175166465275,0.1830294962863931,0.8169705037136069
PO1000004345,442066.0012941176,782963.6107058824,689260.7632941176,34278.883411764706,15823.063411764704,2740.9937647058823,50717.261999999995,43101.48388235294,3680.8168235294115,24768.06741176471,27333.496941176476,10879.900235294117,47755.87729411765,45612.34764705882,29744.23023529412,19978.926705882357,22084.56070588235,7403.733882352941,20880.267176470585,11089.918588235294,10390.971529411763,13801.199647058826,0.5646060624651152,0.6413624927398944,0.35863750726010557
PO1000004348,84527.3414117647,652914.5294117647,563434.7283529411,1959.6878823529412,1658.0322352941175,1330.8564705882352,3511.560705882353,2911.771058823529,3537.3864705882347,4416.427411764706,5425.731529411764,7614.715058823529,4282.807764705883,7413.7418823529415,4674.607764705882,2916.8745882352937,5179.128352941177,2778.0755294117644,6355.477411764706,6525.841764705882,7047.3045882352935,4987.31294117647,0.1294615720803741,0.15002153250095002,0.84997846749905
PO1000004349,79540.59282352941,655534.4449411765,562101.4831764706,1786.322823529412,1590.21,1268.5083529411763,3269.1338823529413,2754.6448235294115,3383.4112941176463,4187.270117647058,5207.602941176469,7177.7865882352935,4209.828352941176,6698.355882352941,4380.094235294117,2600.5951764705883,4932.411529411765,2570.312117647059,5990.70105882353,6183.150000000001,6799.902705882352,4550.350941176471,0.12133701506816608,0.1415057515487071,0.858494248451293
PO1000004350,272014.4417647059,775962.1955294117,725717.9255294118,6416.985882352941,9278.22211764706,4627.447764705882,9226.38176470588,7650.764117647059,9015.861529411764,10409.531647058822,17553.123529411765,17835.531529411764,8560.686352941177,24439.85329411765,21654.199764705885,16205.382352941177,19009.584,21950.999294117642,21503.721882352944,20414.841529411762,13576.721999999998,12684.601411764705,0.3505511522750409,0.3748211697627162,0.6251788302372838
PO1000004351,408619.4883529411,786176.5930588236,689076.6956470589,17643.385764705883,16346.440235294118,3400.651058823529,21873.553411764704,35679.421411764706,17598.459176470587,30715.930235294116,35992.535294117646,25886.737411764705,40689.589411764704,35336.34176470589,34664.63682352941,20568.785647058827,15086.241529411764,11206.141411764705,15393.834705882353,13262.23905882353,10299.783529411765,6974.780470588235,0.5197553475397954,0.5929956577173721,0.40700434228262794
PO1000004352,266130.3744705883,776057.739882353,723829.0090588235,6590.898352941176,9092.806588235293,4632.90494117647,9407.902588235293,7819.501058823528,9136.886470588235,11253.131647058823,18206.813647058825,17735.64423529412,8459.353764705882,21118.516235294115,19630.118117647056,16145.031882352943,17754.957529411764,20403.24035294118,21754.182352941174,20182.109647058824,13979.633294117646,12826.74176470588,0.34292599737608764,0.36767022479056327,0.6323297752094368
