id,Group_Name,address,alt_name,cert,country,globalid,property_id,latitude,longitude,mill_name,objectid,prnt_comp,rspo_model,state,sub_state,geometry,treeloss_sum,treeloss_2001,treeloss_2002,treeloss_2003,treeloss_2004,treeloss_2005,treeloss_2006,treeloss_2007,treeloss_2008,treeloss_2009,treeloss_2010,treeloss_2011,treeloss_2012,treeloss_2013,treeloss_2014,treeloss_2015,treeloss_2016,treeloss_2017,treeloss_2018,treeloss_2019
636,BIMA PALMA,1-Fully Verified, ,Not RSPO Certified,Indonesia,{A8092F00-89C1-4E0E-A935-60E8863141C5},PO1000006150,0.75182,117.40517,TEPIAN LANGSAT,4235,BIMA PALMA NUGRAHA, ,Kalimantan Timur,Kutai Timur,"{'type': 'Polygon', 'coordinates': [[[117.40517000002052, 1.2017632979504105], [117.27946917969419, 1.1838533993336628], [117.16377807732867, 1.1315499872711443], [117.06730802781715, 1.0490180898642838], [116.99773791318934, 0.9428292196134513], [116.9606031856863, 0.8214374867721825], [116.9588563859133, 0.6945061563295379], [116.99263350228435, 0.5721384332338211], [117.05924411735413, 0.46407362167340926], [117.15338581094485, 0.3789123852114461], [117.26756588257369, 0.3234325201271582], [117.39269721660033, 0.3020495982127496], [117.51882120065787, 0.316465477797523], [117.63590022247571, 0.3655328033655014], [117.7346164790635, 0.4453463588280942], [117.8071133028325, 0.5495539477265923], [117.84762000532471, 0.6698619145207249], [117.85291080008246, 0.7966949760982422], [117.82256168192494, 0.9199579125170979], [117.75898501712804, 1.0298387227881483], [117.66723886497114, 1.1175895878019657], [117.55462560038029, 1.176223604955886], [117.43011111433634, 1.2010717067598962], [117.40517000002052, 1.2017632979504105]]]}",2544448.380392157,28329.55294117647,33245.00784313725,10887.411764705881,34894.635294117645,38584.39215686274,40164.25882352942,67393.25882352941,80632.94901960786,187255.6274509804,103567.88235294117,175871.53333333333,275713.2156862745,149653.96470588233,184820.81176470587,203193.0784313726,431966.0627450981,183469.4,157926.39607843137,156878.94117647057
637,UNKNOWN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{3B0B3EDE-5FE8-4FB9-BDAE-DD508076D449},PO1000006152,0.65886,100.89669,SUKARAMAI,4236,RIAU KAMPAR SAHABAT SEJATI, ,Riau,Kampar,"{'type': 'Polygon', 'coordinates': [[[100.89668999975945, 1.1088032977793667], [100.77099322837812, 1.0908936228712425], [100.6553054948752, 1.0385908120966734], [100.55883761995287, 0.9560597058582565], [100.48926825506439, 0.8498715697151693], [100.45213294169973, 0.7284802848287426], [100.45038457585594, 0.6015489764290165], [100.48415964279789, 0.47918084261907906], [100.55076820773276, 0.3711153157634102], [100.64490818088244, 0.28595328261961767], [100.75908696148092, 0.2304727880456783], [100.8842173066054, 0.20908960024434944], [101.01034033150282, 0.22350566050607704], [101.12741813762844, 0.27257355694063684], [101.22613275774623, 0.35238789534011034], [101.29862757654878, 0.45659623495646345], [101.33913219455529, 0.5769046860051825], [101.34442128764368, 0.7037378142551238], [101.31407135710012, 0.8270003789281865], [101.25049516375515, 0.936880495008831], [101.15875091515224, 1.0246305600144403], [101.04614081831336, 1.0832639210351163], [100.9216302985322, 1.1081117153960587], [100.89668999975945, 1.1088032977793667]]]}",3531677.458823529,109182.9568627451,105591.80392156863,77065.03137254904,311313.0156862745,458382.4431372549,403370.8509803921,241794.91372549022,154176.97647058824,304042.0470588235,164988.9725490196,85885.30980392155,252681.67450980394,133704.63529411764,135925.38039215686,72921.12549019608,118152.43921568627,127873.13725490197,125089.50588235295,149535.23921568628
638,UNKNOWN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{15031CA8-1ECE-4E4C-83D5-26BB31057A22},PO1000006153,0.64856,101.48506,PERSADA NUSA NABATI INDONESIA,4237,PERSADA NUSA NABATI INDONESIA, ,Riau,Pekanbaru,"{'type': 'Polygon', 'coordinates': [[[101.48505999977708, 1.0985032976809315], [101.3593636566427, 1.080593647558928], [101.24367627765909, 1.0282909034050776], [101.14720862805046, 0.9457598848259219], [101.0776393349659, 0.8395718300205798], [101.04050395067851, 0.7181805947675183], [101.03875541103807, 0.591249288811345], [101.07253025638033, 0.4688811094960583], [101.13913860495377, 0.3608155033873296], [101.23327840273018, 0.27565338197228867], [101.34745705877928, 0.22017281765141844], [101.472587314604, 0.1987896003899663], [101.59871025365787, 0.21320568067060455], [101.71578794405113, 0.26227364035675016], [101.8145023988404, 0.34208806550465387], [101.88699700723933, 0.4462964882989794], [101.92750140085158, 0.5666049930012945], [101.93279030625888, 0.693438128637168], [101.90244028079324, 0.8167006521205563], [101.83886412938978, 0.9265806912860527], [101.7471200768364, 1.0143306676528685], [101.63451031273345, 1.072963955976096], [101.51000021223074, 1.0978117162734302], [101.48505999977708, 1.0985032976809315]]]}",3996327.85882353,134747.0156862745,140271.69411764707,78499.49411764706,398878.2352941177,340393.56078431377,223787.28235294117,299080.25490196084,213137.47058823527,323295.18823529413,277370.2745098039,150444.60784313726,237497.81960784312,152765.98823529412,188066.67058823528,103798.1529411765,182000.2980392157,216823.8,170612.6274509804,164857.42352941178
639,EAGLE HIGH PLANTATIONS,1-Fully Verified, ,Not RSPO Certified,Indonesia,{1A8447A1-BA95-4629-B61E-03EF2FEDF8BD},PO1000006156,0.41975,116.49,SAWIT SUKSES SEJAHTERA,4238,SAWIT SUKSES SEJAHTERA, ,Kalimantan Timur,Kutai Timur,"{'type': 'Polygon', 'coordinates': [[[116.48999999992421, 0.8696932972352348], [116.36431212206749, 0.8517841976856473], [116.2486316541284, 0.799482933381045], [116.15216820577153, 0.7169538620024634], [116.08259992820624, 0.6107676140094332], [116.04546265926024, 0.4893774813392129], [116.04371024455524, 0.362446229727123], [116.0774804488371, 0.2400770396214239], [116.14408454620194, 0.13200967302421746], [116.23822123263955, 0.046845590756810614], [116.35239807333149, -0.008636522936092055], [116.47752738810998, -0.030020394634274594], [116.60364947116814, -0.015603869646837961], [116.72072556622554, 0.03346549512464533], [116.8194371709272, 0.11328184730243249], [116.89192770949698, 0.21749211778009406], [116.93242745602315, 0.3378018142813927], [116.93771223656046, 0.4646351139220834], [116.90735984985784, 0.5878967223817064], [116.84378410057678, 0.6977750529684688], [116.75204363860506, 0.7855230603703703], [116.63944032733801, 0.844154733858983], [116.51493850279014, 0.8690017375032324], [116.48999999992421, 0.8696932972352348]]]}",2656002.0274509806,18870.98823529412,49894.705882352944,22341.06274509804,56401.92941176471,43474.50588235294,198410.49803921566,64262.72549019608,138693.0745098039,174821.01960784316,118911.42352941177,296455.87058823527,224556.1843137255,101543.68235294116,170311.61960784314,117584.41568627451,446690.32941176475,86140.84313725491,140407.66274509806,186229.4862745098
640,PTPN III,1-Fully Verified, ,Not RSPO Certified,Indonesia,{A4937ABF-4385-4C4B-99CA-E619246F8F9C},PO1000006159,0.32605,101.35253,SUNGAI PAGAR,4240,PERKEBUNAN NUSANTARA V, ,Riau,Kampar,"{'type': 'Polygon', 'coordinates': [[[101.35252999991035, 0.7759932978299157], [101.22684500988272, 0.7580844237254116], [101.11116683945433, 0.7057837653848569], [101.01470466751613, 0.623255491351568], [100.94513648570238, 0.5170699832356989], [100.90799827419559, 0.39568030208880084], [100.90624426469958, 0.26874907276543925], [100.94001272395354, 0.14637946877665356], [101.00661538700196, 0.03831138128000965], [101.10075123259723, -0.04685350395465206], [101.21492785539341, -0.1023362521238048], [101.34005736073009, -0.12372039181945588], [101.46617967374559, -0.10930368472063667], [101.58325565435288, -0.06023374455788386], [101.68196654625031, 0.01958339673981576], [101.754455751864, 0.12379442382703915], [101.7949537818561, 0.24410460833641803], [101.80023689768672, 0.370937975100561], [101.769883404493, 0.4941992088373935], [101.7063075273726, 0.6040768397681799], [101.61456811351133, 0.6918240409095129], [101.50196692630355, 0.7504550531592127], [101.3774679175262, 0.7753017469734516], [101.35252999991035, 0.7759932978299157]]]}",3700216.847058823,125689.62352941177,134486.07843137256,56447.698039215684,289630.2784313726,390887.92549019604,234167.35686274507,287471.3843137255,261587.03529411767,262799.9019607843,286185.2627450981,179278.5568627451,207978.50196078428,175798.27058823532,139040.51764705885,109865.8588235294,151707.9843137255,155824.11764705883,129928.64705882351,121441.84705882355
641,SUPERVENTURE,1-Fully Verified, ,Not RSPO Certified,Indonesia,{442C9C22-7D55-4205-98BB-066E626056F7},PO1000006161,0.30609,99.4476,USAHA SAWIT MANDIRI,4241,USAHA SAWIT MANDIRI, ,Sumatera Barat,Pasaman Barat,"{'type': 'Polygon', 'coordinates': [[[99.44759999988187, 0.7560332974362458], [99.32191558157542, 0.7381244713548157], [99.20623786058222, 0.6858239420937166], [99.1097759272148, 0.6032958379078438], [99.04020774176648, 0.497110487399137], [99.0030693166527, 0.3757209024365862], [99.00131496683646, 0.2487896778637676], [99.03508306603669, 0.12641998571257684], [99.10168544656057, 0.01835174465200067], [99.19582114556522, -0.06681331163003222], [99.30999776139622, -0.12229619495548893], [99.43512735056233, -0.14368039174019], [99.56124975614324, -0.12926364584783898], [99.67832575282344, -0.08019358311499047], [99.77703652698574, -0.0003762737194480261], [99.84952547370015, 0.10383491453894005], [99.8900231520327, 0.22414520300092566], [99.8953059150805, 0.35097858406091653], [99.86495217570369, 0.4742397379730273], [99.801376249391, 0.5841172198641289], [99.70963702709986, 0.6718642492587115], [99.59703625344349, 0.7304951206544671], [99.47253780144794, 0.7553417484703988], [99.44759999988187, 0.7560332974362458]]]}",1514785.9999999998,48884.61960784314,47753.87450980392,28113.70588235294,100782.36862745098,79073.96470588235,67436.19607843137,77986.63921568627,105541.74901960786,179343.43529411763,55902.5568627451,133639.59215686275,62265.37254901961,69743.49803921569,79568.14901960784,52760.49411764706,73304.58823529411,79891.73725490195,93557.23137254902,79236.22745098038
642,ROYAL GOLDEN EAGLE,3-Low Confidence, ,Not RSPO Certified,Indonesia,{9B212960-E436-40CF-9FD4-1CD26F2CCE25},PO1000006173,-0.09765,101.29788,TANJUNG PAUH,4245,INTI INDOSAWIT SUBUR, ,Riau,Kuantan Singingi,"{'type': 'Polygon', 'coordinates': [[[101.29787999965748, 0.3522932979195446], [101.17220387048354, 0.3343854431461574], [101.05653222613797, 0.2820875246524277], [100.96007260529467, 0.1995628558748112], [100.89050253422005, 0.09338069330208017], [100.8533588212618, -0.028006945998294147], [100.8515975422024, -0.15493807428214987], [100.88535923820115, -0.27730954954128956], [100.9519576390256, -0.38538089670728637], [101.04609282532667, -0.47054941284831425], [101.16027227507301, -0.526035030102136], [101.28540682025614, -0.5474203816902649], [101.411534384448, -0.5330028510774837], [101.5286137566298, -0.48393030900203626], [101.62732472099297, -0.4041095993924478], [101.69981031924635, -0.2998951511312915], [101.74030193945204, -0.17958276015305005], [101.74557770445608, -0.05274909012980361], [101.71521819504892, 0.07051044900746846], [101.65163961775289, 0.18038491623073497], [101.55990188041541, 0.2681284717824628], [101.44730653782649, 0.3267564942510969], [101.32281610372013, 0.3516017871929757], [101.29787999965748, 0.3522932979195446]]]}",3989972.17254902,138590.55294117646,169335.16470588237,31631.419607843134,201656.09803921566,340964.25490196084,203040.92941176472,324415.09411764704,348020.4980392157,259272.66274509806,348821.31372549024,307358.4156862745,354996.87058823527,215782.13333333336,151991.83137254903,122555.50980392157,157719.78431372548,138381.94509803923,108094.5019607843,67343.19215686276
643,UNKNOWN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{852BECE1-6F47-4F28-94C6-AF8874F3DFEA},PO1000006176,-0.41125,102.3595,PERSADA AGRO SAWITA,4246,PERSADA AGRO SAWITA, ,Riau,Indragiri Hulu,"{'type': 'Polygon', 'coordinates': [[[102.35950000041245, 0.03869329743202463], [102.2338260032538, 0.02078619704994572], [102.11815511547448, -0.031509693692536964], [102.02169398609094, -0.11403169414341809], [101.95212006711195, -0.2202113804670239], [101.91497097449528, -0.34159750828902496], [101.91320425276486, -0.4685285615178071], [101.94696213145718, -0.5909014216042142], [102.0135597224212, -0.6989751813941678], [102.10769773560708, -0.78414638508976], [102.22188329896696, -0.8396341260817345], [102.34702598183308, -0.8610203747461872], [102.47316187513489, -0.8466022345446451], [102.59024788105732, -0.7975277664864109], [102.68896237514991, -0.7177044156315119], [102.76144785559539, -0.6134874351726786], [102.80193615707321, -0.4931734112407046], [102.8072066669949, -0.3663395170268607], [102.77684163578105, -0.24308123237606255], [102.71325882138316, -0.13320910685043816], [102.62151909454364, -0.04546824950155292], [102.50892411255245, 0.013157560229047661], [102.38443564043976, 0.03800181640486008], [102.35950000041245, 0.03869329743202463]]]}",3915075.8980392152,274952.99215686275,153985.2862745098,65058.21176470589,288380.64705882355,452322.0666666667,117455.3882352941,217139.75294117644,236219.16862745097,124382.80784313724,571647.2509803923,170935.45098039217,308825.0235294118,112281.9843137255,138195.95294117645,75845.56470588237,210009.7137254902,146282.86666666667,95828.6156862745,155327.15294117646
644,UNKNOWN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{7C2314E1-099D-417E-83DF-4A685CAD7F9F},PO1000006181,-0.46315,102.46722,TALANG JERINJING PALM,4250,TALANG JERINJING SAWIT, ,Riau,Indragiri Hulu,"{'type': 'Polygon', 'coordinates': [[[102.46721999997904, -0.013206702811545358], [102.34154599256075, -0.031113678345288345], [102.22587489580052, -0.08340923350146642], [102.12941323807664, -0.16593079234553035], [102.05983848127296, -0.27211006883949035], [102.02268839098296, -0.3934959464908615], [102.02092076334132, -0.5204269872756174], [102.05467810773514, -0.6428000765388051], [102.12127575702438, -0.7508742356228779], [102.21541451003313, -0.8360458841274384], [102.32960141515284, -0.8915339766190097], [102.4547458064652, -0.9129203737597411], [102.58088344276852, -0.8985021326642852], [102.69797088492302, -0.8494273458361609], [102.7966862483935, -0.7696035578349549], [102.86917191871684, -0.6653861582892661], [102.90965978785553, -0.545071864112508], [102.9149294432376, -0.4182379328163902], [102.88456341041852, -0.2949798558052502], [102.82097971109, -0.18510811784343922], [102.72923938995339, -0.0973677070478301], [102.61664414233888, -0.03874226351917972], [102.49215563525522, -0.013898178923602768], [102.46721999997904, -0.013206702811545358]]]}",3866476.9019607836,249329.44705882354,156479.53333333333,68569.81960784314,273449.0117647059,408075.56470588234,147724.92941176472,197790.69411764707,217763.968627451,146485.25490196078,579829.1372549018,218596.2156862745,358609.1411764706,106695.87450980392,136346.46274509805,71497.05098039214,193797.45098039214,122681.4,78618.58823529411,134137.3568627451
645,UNKNOWN,1-Fully Verified,Karimun Aromatics,Not RSPO Certified,Indonesia,{F9668CDD-C316-4BE5-BB2E-CE5514E1884B},PO1000006182,4.01308,98.14952,KARIMUN AROMATICS,4251,KARIMUN AROMATICS, ,Sumatera Utara,Langkat,"{'type': 'Polygon', 'coordinates': [[[98.14951999996208, 4.4630232975182444], [98.02346684850727, 4.445105532659999], [97.90746408641824, 4.392780979130689], [97.8107565330187, 4.310221268251208], [97.74104399243994, 4.204006597203929], [97.70386798808573, 4.082599129092208], [97.70217345070839, 3.9556670367254503], [97.73607909008987, 3.833313758897795], [97.80287300943172, 3.725274090018104], [97.8972323214198, 3.640140849300576], [98.01164832552858, 3.584683101191558], [98.1370232302663, 3.5633095203991494], [98.26339139458197, 3.5777190524981615], [98.3807085338611, 3.6267663212358654], [98.47964708400986, 3.7065523650224947], [98.55233543909576, 3.81073356789484], [98.59298312137861, 3.931024505961931], [98.59834268970025, 4.057855211425776], [98.56797159032152, 4.181131203374778], [98.50427230093196, 4.291036409775687], [98.41230607629628, 4.378815397877476], [98.29939337510464, 4.43747248433738], [98.17453145171015, 4.462331396635454], [98.14951999996208, 4.4630232975182444]]]}",1351793.2980392156,36025.698039215684,26894.50588235294,41484.50588235294,45729.61568627451,42824.77647058824,58463.192156862744,69763.09019607842,59869.23137254902,117496.0156862745,90069.14509803921,85631.78823529411,117647.34901960785,93596.74117647059,104282.57254901962,47508.7843137255,78180.5725490196,61335.76862745099,106440.36862745098,68549.57647058825
646,INCASI RAYA (GUNAS),1-Fully Verified, ,Not RSPO Certified,Indonesia,{5F05EDEE-754F-47AD-BB3F-2E44A36169D3},PO1000006184,-0.662,102.345,SUMATERA MAKMUR LESTARI,4252,SUMATERA MAKMUR LESTARI, ,Riau,Indragiri Hulu,"{'type': 'Polygon', 'coordinates': [[[102.34499999966239, -0.2120567024216803], [102.21932499851785, -0.22996319960776773], [102.10365222261736, -0.2822574689814756], [102.00718780802133, -0.36477733581140337], [101.9376093127099, -0.47095504201484145], [101.90045511761141, -0.592339961081827], [101.8986840053599, -0.7192709541283551], [101.93243955872857, -0.8416449214509583], [101.99903793709888, -0.9497206104440393], [102.09318023967323, -1.0348939632842182], [102.20737315313795, -1.0903834026022567], [102.33252504111506, -1.1117703686568365], [102.45867031403935, -1.0973517409678073], [102.57576414857299, -1.0482757327202907], [102.67448359279577, -0.9684502697389733], [102.74697054098631, -0.8642312644397266], [102.78745706087528, -0.7439159348433315], [102.7927234819072, -0.6170818615223204], [102.7623533807154, -0.49382458014118125], [102.69876580787759, -0.383954327164717], [102.60702251300856, -0.2962156273407719], [102.49442539259165, -0.2375915868993759], [102.36993580610633, -0.21274815970187355], [102.34499999966239, -0.2120567024216803]]]}",4561370.631372548,260686.91764705884,154827.30196078433,70285.38431372549,249749.1254901961,425346.4862745098,220478.79215686274,201742.36470588236,285941.5254901961,340729.1921568627,464307.5490196079,190205.2156862745,455650.22352941177,185786.51372549022,233061.09019607844,168125.58431372547,248731.65098039215,161259.01176470588,98285.8980392157,146170.80392156861
647,SUPERVENTURE,1-Fully Verified, ,Not RSPO Certified,Indonesia,{595A731F-EB8F-4268-A08A-AB6DA162DC6D},PO1000006186,-0.90378,101.39814,SIJUNJUNG,4253,KEMILAU PERMATA SAWIT, ,Sumatera Barat,Sijunjung,"{'type': 'Polygon', 'coordinates': [[[101.39814000013418, -0.4538367021821725], [101.27246175140542, -0.47174261773040055], [101.1567850568026, -0.5240353236659742], [101.06031572468721, -0.6065531330620604], [100.99073155437115, -0.7127289297785329], [100.95357176478566, -0.8341126831165289], [100.95179638613052, -0.9610436179888329], [100.98555030886052, -1.0834186529384606], [101.05215065408123, -1.191496202284496], [101.14629880049036, -1.2766716276531338], [101.2605008734326, -1.332162704791324], [101.38566390880828, -1.3535503626859189], [101.5118205154668, -1.3391312648709561], [101.6289240236091, -1.2900537713014164], [101.72765003194164, -1.2102262714785568], [101.80013970990818, -1.1060053135830876], [101.84062524558074, -0.9856887249968627], [101.84588781868486, -0.8588544790971263], [101.81551227734863, -0.7355981653037681], [101.75191896252574, -0.6257297180993056], [101.66017056303627, -0.5379930987720406], [101.54756933833973, -0.47937076440991616], [101.42307641933063, -0.45452813656416674], [101.39814000013418, -0.4538367021821725]]]}",2803519.560784314,133071.59999999998,82102.34901960785,41836.3294117647,118599.97647058823,89741.91764705883,165356.8823529412,157697.52156862745,177822.74509803916,159964.68627450982,89971.98823529412,159470.7882352941,253871.45490196082,134984.3411764706,166410.67843137254,154608.05098039214,179285.1019607843,236347.73725490196,142528.25490196078,159847.15686274512
648,GOODHOPE,1-Fully Verified, ,Not RSPO Certified,Indonesia,{86D87B17-064E-4A35-A230-CF7D27C2070F},PO1000006188,-1.01482,116.68954,BUMI JAYA,4254,AGRO INDOMAS, ,Kalimantan Timur,Penajam Paser Utara,"{'type': 'Polygon', 'coordinates': [[[116.68953999998807, -0.5648767027216294], [116.5638595097678, -0.5827823511342778], [116.44818032511299, -0.6350743390059119], [116.35170815878759, -0.7175912034380171], [116.2821209667223, -0.8237661231174752], [116.24495838575987, -0.9451493410000894], [116.24318103677035, -1.0720802491070265], [116.2769344117463, -1.1944557743860384], [116.34353605759756, -1.3025341781906499], [116.43768744986261, -1.3877105554973455], [116.5518944113741, -1.4432023849194104], [116.67706331389982, -1.464590360592795], [116.80322587923334, -1.4501710468375006], [116.92033452942916, -1.4010928710279946], [117.01906414179092, -1.3212644356547145], [117.09155550596496, -1.2170425809271188], [117.13204083095728, -1.0967254141134126], [117.13730166791659, -0.9698910889932901], [117.10692344655625, -0.8466352196527424], [117.04332711495272, -0.736767601854692], [116.9515758234812, -0.6490319380880822], [116.83897204184818, -0.5904103873047717], [116.71447684940868, -0.5655681265869211], [116.68953999998807, -0.5648767027216294]]]}",2501091.537254902,32142.776470588233,51299.98039215686,32492.878431372552,48635.48235294118,60844.78823529412,80104.8862745098,90167.10588235295,99111.63137254902,184362.03921568627,93513.7882352941,206834.61176470589,286158.8196078432,151177.85490196076,251038.62352941174,213444.12549019608,238984.87450980392,124418.54509803922,132187.62745098042,124171.09803921569
649,ASTRA AGRO LESTARI,1-Fully Verified, ,Not RSPO Certified,Indonesia,{98FD96C6-A0A3-45CD-8134-3AA3AFECDF61},PO1000006198,-1.3812,116.47466,SUKSES TANI SUBUR,4259,SUKSES TANI NUSASUBUR, ,Kalimantan Timur,Penajam Paser Utara,"{'type': 'Polygon', 'coordinates': [[[116.4746599998233, -0.9312567028584077], [116.34896876444581, -0.9491614697631233], [116.23327828078983, -1.0014510881051524], [116.1367941912911, -1.083964834195611], [116.06719517311431, -1.1901368595827222], [116.03002238969651, -1.3115183102849965], [116.02823849009702, -1.4384491298601871], [116.06199095561102, -1.560826273099688], [116.1285986673348, -1.6689074966371409], [116.2227632796313, -1.754087015483794], [116.33698941747555, -1.8095813276136523], [116.4621810183992, -1.8309703520413305], [116.58836661070474, -1.8165503256249431], [116.7054953512136, -1.7674698982614852], [116.80423948775847, -1.6876383754129296], [116.87673834728068, -1.5834135610906994], [116.9172240545691, -1.4630944862270132], [116.92247930122508, -1.3362598998782584], [116.89209142554235, -1.2130054974232156], [116.82848344375164, -1.1031406167604267], [116.73672016418112, -1.0154081063222826], [116.62410494474236, -0.9567891412687947], [116.49959893332183, -0.9319480920202222], [116.4746599998233, -0.9312567028584077]]]}",1936991.91372549,32297.850980392155,39745.37254901961,36785.07450980392,48697.34117647058,59309.015686274506,93169.35686274509,54784.13333333333,58060.29803921569,194366.4666666667,75502.07450980392,147944.3843137255,168004.18039215685,71304.59215686275,169528.3333333333,210088.15686274512,198106.46274509802,74023.66666666667,100202.9137254902,105072.23921568628
650,UNKNOWN,1-Fully Verified, ,Not RSPO Certified,Indonesia,{4CDDDC33-242A-4B1B-93E5-51C71BF7AC41},PO1000006202,3.49732,98.22469,LANGKAT SAWITHIJAU PRATAMA,4262,LANGKAT SAWITHIJAU PRATAMA, ,Sumatera Utara,Langkat,"{'type': 'Polygon', 'coordinates': [[[98.22468999975612, 3.94726329713251], [98.09871989380919, 3.9293467796220476], [97.98279155651984, 3.8770255782876744], [97.8861425023025, 3.7944702769662357], [97.8164675591391, 3.6882596955159515], [97.77930609747352, 3.566854720451763], [97.77760362521443, 3.4399227471959035], [97.81148157046765, 3.3175671783499237], [97.87823202851288, 3.209523523791558], [97.97253650398348, 3.124385846116375], [98.08689044968457, 3.068924593219333], [98.21219972537645, 3.047549532274709], [98.33850195013288, 3.061960070161926], [98.45575605993662, 3.111010517168144], [98.55463804643357, 3.1908009210558634], [98.62728036675185, 3.2949863064766496], [98.66789692802826, 3.4152799449049756], [98.67324442390453, 3.542111025496188], [98.64288334088911, 3.6653849493245296], [98.57921721201555, 3.7752862890031635], [98.48730569899202, 3.8630608186090645], [98.37446481691003, 3.9217142472652986], [98.24968490560421, 3.9465714453582486], [98.22468999975612, 3.94726329713251]]]}",1264352.0156862747,53269.10980392157,23605.04705882353,39414.75294117647,48466.76078431372,38689.50196078431,39245.51372549019,62162.38823529412,60746.882352941175,110588.50980392158,109977.80000000002,81168.5725490196,127846.67450980391,39606.84705882353,107145.07843137253,33528.56078431372,80919.1882352941,55151.34509803922,84562.07843137256,68257.40392156862
651,UNKNOWN,2-High Confidence, ,Not RSPO Certified,Indonesia,{95E29015-2579-4E64-AE58-4810468C785A},PO1000006205,-1.48406,116.31728,SEKIET KALTIM,4264,SAHABAT SAWIT SEJAHTERA, ,Kalimantan Timur,Paser,"{'type': 'Polygon', 'coordinates': [[[116.3172800003717, -1.0341167028731957], [116.19158482392808, -1.0520212222669376], [116.07589031718416, -1.1043101752824585], [115.97940217046158, -1.1868230457731443], [115.90979931984265, -1.2929942584418395], [115.87262339813115, -1.4143752128820053], [115.87083764570247, -1.5413060075411706], [115.90459010362507, -1.6636836050588637], [115.97120000806225, -1.7717656203649093], [116.06536902475933, -1.856946021376022], [116.17960138726637, -1.9124410306817774], [116.30480028263604, -1.933830349616315], [116.43099326897581, -1.9194101230731762], [116.54812851217515, -1.8703290634428313], [116.64687745304245, -1.7904966736068293], [116.71937895001813, -1.6862710282356699], [116.75986506194765, -1.5659514176313802], [116.76511877715917, -1.4391167579861006], [116.73472796694736, -1.3158627674760386], [116.67111624612822, -1.2059986554095428], [116.57934892578882, -1.1182670304001607], [116.46672966688499, -1.0596487913811519], [116.34221970237948, -1.0348080822909456], [116.3172800003717, -1.0341167028731957]]]}",1903271.3215686278,35609.572549019606,43336.45882352941,30908.631372549014,57923.5843137255,54054.39215686274,74034.37647058823,39464.72941176471,52288.34901960785,175355.4,74202.21176470588,154150.3843137255,170233.6666666667,73682.6431372549,177280.83921568628,196999.49019607843,204688.31372549018,74893.48235294118,105632.73725490196,108532.05882352941
652,HARUM AGRO,2-High Confidence, ,Not RSPO Certified,Indonesia,{DC5FC4D9-3480-4D43-AD73-64FCAB6410B4},PO1000006208,-1.74247,102.05447,CITRA SAWIT HARUM,4266,CITRA SAWIT HARUM, ,Jambi,Bungo,"{'type': 'Polygon', 'coordinates': [[[102.05447000020291, -1.2925267024342095], [101.92876313421057, -1.3104305999430406], [101.81305687394493, -1.3627178812759775], [101.71655716084575, -1.445228551720679], [101.64694369065606, -1.551397722283031], [101.60975935430181, -1.6727774297003017], [101.60796892016525, -1.7997081616444186], [101.64172183818111, -1.922086900532137], [101.70833819886995, -2.0301709052781023], [101.80251962148593, -2.1153535229280966], [101.91676924952475, -2.170850284077293], [102.04198825478808, -2.1922403430465915], [102.1682016154295, -2.1778196136259766], [102.28535486413296, -2.128736965249946], [102.38411728103684, -2.0489023969016773], [102.45662643561744, -1.9446746633777177], [102.49711413922816, -1.824353706703922], [102.50236408033929, -1.6975188629969538], [102.47196546389921, -1.5742659076584857], [102.4083434433529, -1.4644037268480832], [102.31656466506072, -1.3766743265909016], [102.20393365518531, -1.3180579117923592], [102.07941198777552, -1.2932180573695085], [102.05447000020291, -1.2925267024342095]]]}",2032814.898039216,91809.75294117647,63054.925490196074,27801.615686274512,119003.16078431373,90818.46666666666,187454.36470588233,126784.30980392158,58822.12941176471,156755.33725490197,86254.55294117647,135871.46274509805,133455.18039215688,80264.63921568627,91967.7294117647,72305.32549019608,116556.57647058823,133318.1882352941,119092.94117647059,141424.23921568628
