id,Group_Name,address,alt_name,cert,country,globalid,property_id,latitude,longitude,mill_name,objectid,prnt_comp,rspo_model,state,sub_state,geometry,treeloss_sum,treeloss_2001,treeloss_2002,treeloss_2003,treeloss_2004,treeloss_2005,treeloss_2006,treeloss_2007,treeloss_2008,treeloss_2009,treeloss_2010,treeloss_2011,treeloss_2012,treeloss_2013,treeloss_2014,treeloss_2015,treeloss_2016,treeloss_2017,treeloss_2018,treeloss_2019
47,ANJ AGRO,1-Fully Verified, ,RSPO Certified,Indonesia,{D536EF30-BE72-43CA-A437-94FD58C16CDA},PO1000000531,-2.99692,107.87665,JANGKANG,3222,SAHABAT MEWAH & MAKMUR,"RSPO Certified, MB",Bangka Belitung,Belitung Timur,"{'type': 'Polygon', 'coordinates': [[[107.87665000014198, -2.546976702195399], [107.75084998329811, -2.56487757848026], [107.63505315054748, -2.6171567382226355], [107.53846932310562, -2.6996567193763643], [107.46878410710238, -2.8058159668620966], [107.43154811024439, -2.927189613235793], [107.42973438687113, -3.0541200382150278], [107.46349928288402, -3.176504321486245], [107.5301662731152, -3.284597992858836], [107.62443522422748, -3.369791382422268], [107.73880181523535, -3.42529665739805], [107.86415478829713, -3.446690313011482], [107.99050369019787, -3.4322671395473643], [108.10777834008931, -3.3831767699115454], [108.20663481370762, -3.3033316147437475], [108.2792021425652, -3.1990937346444976], [108.31970927202322, -3.078766238700374], [108.32494237021102, -2.9519305028238025], [108.29449701097474, -2.8286825793211574], [108.23080652996104, -2.7188297832411834], [108.13894552806924, -2.631111192512529], [108.02622484654285, -2.572503640477395], [107.90161030579816, -2.5476679381916805], [107.87665000014198, -2.546976702195399]]]}",1576124.5529411766,27483.368627450982,25896.580392156866,19279.0,86232.10980392157,41476.0,98906.52941176471,51150.396078431375,53201.086274509806,222489.16470588234,55436.20784313725,108100.96078431372,134688.36862745098,72832.20392156864,122941.5725490196,129183.15686274512,120112.29411764708,61210.152941176464,63620.50980392157,81884.89019607843
48,SUNGAI BUDI,1-Fully Verified, ,Not RSPO Certified,Indonesia,{85E21A7C-AB24-48D9-A4FD-B0EAB8509E81},PO1000000553,-2.90592,104.91387,PKS 4,3225,TUNAS BARU LAMPUNG, ,Sumatera Selatan,Banyu Asin,"{'type': 'Polygon', 'coordinates': [[[104.91387000043389, -2.4559767023107355], [104.78807877451754, -2.4738777979249824], [104.67229038442122, -2.5261575472789923], [104.57571422137083, -2.6086583044954397], [104.50603533857986, -2.7148182724801493], [104.46880369396133, -2.8361923590184865], [104.46699169208894, -2.963122806409797], [104.50075517524822, -3.085506687212732], [104.56741741523531, -3.1935996567364517], [104.66167849107828, -3.27879226412675], [104.77603474471415, -3.3342969208596176], [104.90137596798823, -3.3556903152905937], [105.02771298974005, -3.3412673193093854], [105.14497693297275, -3.2921775103674236], [105.24382498317487, -3.2123331239430084], [105.31638691870432, -3.108095980556556], [105.35689198576796, -2.98776895932926], [105.36212622381495, -2.860933288107214], [105.33168475036031, -2.7376849991563663], [105.26800026747898, -2.62783152164906], [105.17614671665162, -2.540112146117143], [105.06343436284253, -2.4815039506574776], [104.93882857378769, -2.4566679469414847], [104.91387000043389, -2.4559767023107355]]]}",2419490.184313725,15739.505882352942,31777.73725490196,27835.549019607843,71237.30196078432,67804.46274509803,180497.53725490198,230174.46666666667,120341.96470588236,239471.67450980394,84215.44313725492,111317.15686274509,333416.0274509804,67161.68235294118,125343.35294117648,132635.98823529412,222288.14117647058,102342.36470588236,112440.45098039215,143449.37647058823
49,WILMAR,1-Fully Verified, ,RSPO Certified,Indonesia,{AE322435-3A86-4213-A3D5-9DF079407C4D},PO1000000560,1.84283,100.20314,PINANG AWAM,3226,PERKEBUNAN MILANO,"RSPO Certified, MB",Sumatera Utara,Labuhanbatu Selatan,"{'type': 'Polygon', 'coordinates': [[[100.20314000011588, 2.292773297585837], [100.07736689019278, 2.2748607720120964], [99.96161345753829, 2.2225502993515645], [99.86509888943927, 2.1400091121832516], [99.7955062857965, 2.0338116229576184], [99.75837113739873, 1.9124146317865025], [99.7566423895574, 1.7854830440496017], [99.79045022122993, 1.663120144270236], [99.85709801785666, 1.5550637311727111], [99.95127843728324, 1.4699118478494102], [100.06549613502598, 1.4144393726280744], [100.19066370254404, 1.3930595719912826], [100.3168237662094, 1.4074733305935172], [100.43394009994098, 1.456533954552667], [100.53269499632377, 1.5363383183693748], [100.60522962907022, 1.640537093106741], [100.64576878213214, 1.7608393733039174], [100.65108060548295, 1.8876716505831934], [100.6207350617134, 2.0109389504259623], [100.5571403557629, 2.1208279108075], [100.46535379831523, 2.208588169242872], [100.35268117166643, 2.2672298909500266], [100.22809560084052, 2.292081602973758], [100.20314000011588, 2.292773297585837]]]}",3733980.6117647067,178393.91372549025,150589.99215686275,50416.63137254902,244039.38039215686,358628.2274509804,172887.0,128704.67058823527,119684.59999999999,378549.41568627453,292981.2588235294,238310.30980392155,244923.56470588234,156300.37647058823,182327.45098039217,120899.0823529412,185180.56862745096,197348.39215686274,168670.0862745098,165145.69019607845
50,WILMAR,1-Fully Verified, ,Not RSPO Certified,Indonesia,{35640BCE-4E13-4C19-B17E-94B3567B6734},PO1000000561,-1.46778,101.51444,KENCANA SAWIT INDONESIA,3227,KENCANA SAWIT INDONESIA, ,Sumatera Barat,Solok Selatan,"{'type': 'Polygon', 'coordinates': [[[101.51444000032052, -1.0178367025269124], [101.38874547464376, -1.0357412610960999], [101.27305162950326, -1.0880303194181102], [101.17656414566653, -1.1705433284974436], [101.10696191658766, -1.2767146698028784], [101.06978649959065, -1.3980957027922953], [101.06800104082043, -1.5250265013968023], [101.10175349271002, -1.6474040270128643], [101.16836303579394, -1.7554859169984929], [101.26253133514966, -1.8406661783804252], [101.37676268788998, -1.8961610773365702], [101.50196040180835, -1.9175503496562076], [101.62815219072009, -1.9031301547893777], [101.74528637952206, -1.8540491952348448], [101.84403453876376, -1.77421694262594], [101.91653560272701, -1.6699914287926796], [101.9570216419297, -1.5496719029840094], [101.96227559842038, -1.422837254938421], [101.93188525921562, -1.2995831992246207], [101.86827414386593, -1.189718965504793], [101.77650748279514, -1.1019872003508988], [101.66388888742708, -1.0433688464166004], [101.53937957533644, -1.0185280834869292], [101.51444000032052, -1.0178367025269124]]]}",2206116.8705882356,71818.47843137255,48150.61568627451,41717.70196078431,103750.90196078431,82574.60784313726,185970.57647058822,106123.2431372549,106142.49411764706,108518.67843137255,48354.635294117645,155387.85098039213,157423.47450980393,102421.45098039215,137082.60784313726,114324.54901960783,163433.59607843135,191527.76470588238,130963.6588235294,150429.9843137255
51,WILMAR,1-Fully Verified, ,RSPO Certified,Indonesia,{9F7DC7EA-B94E-4051-9E01-3897BB774F9A},PO1000000562,-3.627,104.86947,BURNAI TIMUR,3228,TANIA SELATAN,"RSPO Certified, MB",Sumatera Selatan,Ogan Komering Ilir,"{'type': 'Polygon', 'coordinates': [[[104.86947000035502, -3.1770567025126124], [104.74360036877066, -3.194956059253871], [104.62773702535571, -3.247231134022721], [104.53109340694779, -3.3297257382477747], [104.46135948213634, -3.435879993497698], [104.4240907455164, -3.557250589680872], [104.42226496084425, -3.68418085883736], [104.4560419767104, -3.8065679303214868], [104.52274649203434, -3.914666464578272], [104.61707653687078, -3.999865273887413], [104.73152267754823, -4.05537483287103], [104.85696575060543, -4.076770298334853], [104.98340572502454, -4.062345895010152], [105.10076268548228, -4.01325164012452], [105.19968436948471, -3.9334011582224644], [105.27229408861461, -3.8291581736046285], [105.31281830568619, -3.7088273887986913], [105.31804386043963, -3.5819912054755427], [105.28756946306734, -3.4587458145184526], [105.22383300927801, -3.3488977400247126], [105.13191402082042, -3.2611845868309453], [105.0191278374968, -3.202581492620568], [104.89444403576518, -3.1777478786883577], [104.86947000035502, -3.1770567025126124]]]}",2370838.1921568625,33905.81176470588,54091.69019607843,25662.250980392157,78656.72941176471,76237.7843137255,98421.3137254902,175324.26666666666,122331.24705882353,254429.76470588232,106612.38823529411,128256.97647058826,216502.5019607843,44755.313725490196,126962.12941176469,143188.39215686274,178343.80784313724,150392.61176470589,193163.87058823527,163599.3411764706
52,SALIM GROUP,1-Fully Verified, ,Not RSPO Certified,Indonesia,{9DBD2E21-B1B4-49F1-9034-922925CEC4A9},PO1000000567,1.66325,100.59025,KAYANGAN,3229,SALIM IVOMAS PRATAMA, ,Riau,Rokan Hilir,"{'type': 'Polygon', 'coordinates': [[[100.59025000028669, 2.113193297853251], [100.4644919304631, 2.0952812048984053], [100.34875164764917, 2.0429718949851874], [100.25224681601871, 1.9604322376019594], [100.18265964950335, 1.854236167599945], [100.14552549494286, 1.7328400421533958], [100.14379381662616, 1.6059084965923496], [100.17759574721218, 1.4835448024376028], [100.24423575989813, 1.3754870063808133], [100.33840745519231, 1.290333583008205], [100.45261611063934, 1.2348598910556614], [100.5777745923101, 1.2134795765158812], [100.70392557073296, 1.22789368432677], [100.82103284167661, 1.2769554116904698], [100.9197789141243, 1.3567612889498497], [100.99230551296651, 1.4609615150724446], [101.03283831151352, 1.5812647317775734], [101.03814653880039, 1.7080971383934254], [101.00780116172295, 1.8313637198888484], [100.9442110108733, 1.9412513382771972], [100.85243339455648, 2.0290100498744255], [100.73977335203617, 2.0876505027950136], [100.61520259324789, 2.112501620273175], [100.59025000028669, 2.113193297853251]]]}",4449286.925490196,117213.92156862745,128311.62352941178,78998.4039215686,231266.8,428927.01960784313,304103.7960784314,182980.53333333335,215954.1843137255,447686.2,427003.0392156862,249794.62745098036,477424.46274509793,196240.73725490193,213643.9725490196,108932.93333333333,215077.50980392157,161163.60000000003,162282.47843137255,102281.08235294119
53,WILMAR,1-Fully Verified, ,Not RSPO Certified,Indonesia,{C63244B2-89AA-4CAA-805C-E214BE34E29E},PO1000000600,-2.89444,112.54361,SARANA TITIAN PERMATA PKS 1,3231,SARANA TITIAN PERMATA, ,Kalimantan Tengah,Seruyan,"{'type': 'Polygon', 'coordinates': [[[112.54360999966968, -2.444496702788875], [112.41781986013615, -2.462397826070206], [112.30203251427923, -2.514677649800012], [112.20545730073196, -2.597178504911429], [112.13577920433688, -2.703338563781405], [112.09854810203542, -2.8247127058421313], [112.09673631697426, -2.9516431560591707], [112.13049962794518, -3.074026986092785], [112.19716128065954, -3.1821198670834736], [112.29142137998839, -3.267312375809259], [112.40577635014736, -3.322816954556407], [112.53111611375529, -3.344210316041673], [112.6574516595761, -3.3297873424482587], [112.7747142732722, -3.2806976042326808], [112.87356127864, -3.200853314778614], [112.94612254683571, -3.096616264322829], [112.98662736098525, -2.9762893029783113], [112.99186174373605, -2.849453639913308], [112.96142075497376, -2.7262053048651023], [112.89773701729293, -2.616351741401297], [112.80588438990368, -2.5286322668719734], [112.69317306638564, -2.4700239902484125], [112.56856835897602, -2.4451879485088113], [112.54360999966968, -2.444496702788875]]]}",3255139.2078431374,19687.839215686276,72464.85098039215,56387.0,105198.19607843137,199281.50588235294,472119.24313725485,406873.73333333334,244366.53333333333,103690.2705882353,54583.56078431374,185925.48627450978,108526.59215686274,44761.72549019608,110139.82352941176,182042.94901960786,637474.780392157,68667.85098039216,49758.69803921569,133188.56862745102
54,WILMAR,1-Fully Verified, ,RSPO Certified,Indonesia,{76B4965E-1665-4F01-990E-16436B36CCBD},PO1000000601,-0.15472,100.02917,AMP PLANTATION,3232,AMP PLANTATION,"RSPO Certified, MB",Sumatera Barat,Agam,"{'type': 'Polygon', 'coordinates': [[[100.02917000023538, 0.2952232980028866], [99.90349453929346, 0.27731558051847], [99.78782329055242, 0.22501803104585308], [99.69136361025252, 0.14249384785907482], [99.62179299404026, 0.03631213591333039], [99.58464838490632, -0.08507522833998439], [99.58288611933583, -0.21200634298239496], [99.61664704542028, -0.3343780702657951], [99.68324515040622, -0.442449856484377], [99.77738064125651, -0.527618861699987], [99.8915609489378, -0.5831048654217069], [100.01669669593893, -0.6044903802545664], [100.14282549456746, -0.5900727387124293], [100.2599058128635, -0.5409998461562596], [100.35861719946934, -0.46117865590075513], [100.43110261469346, -0.3569637468291758], [100.47159354071191, -0.23665105867426947], [100.47686833765641, -0.1098173478357506], [100.44650789108283, 0.013441963023512412], [100.38292868446452, 0.12331600410774442], [100.2911907896137, 0.21105906863320814], [100.17859576370758, 0.2696866884165521], [100.0541059642468, 0.2945317926812131], [100.02917000023538, 0.2952232980028866]]]}",832381.325490196,19274.760784313727,17167.38039215686,13537.82745098039,34776.46274509804,29950.603921568625,35565.54509803921,44138.76470588236,54901.129411764705,75548.96862745099,44154.23529411765,69705.21176470588,44912.98823529411,25557.06274509804,52059.53725490196,26789.78431372549,61669.91764705883,63104.42352941175,71885.76470588235,47680.95686274509
55,KUALA LUMPUR KEPONG (KLK),1-Fully Verified, ,RSPO Certified,Indonesia,{C98281B1-24CB-444B-B03C-B779C9A0285A},PO1000000638,0.75722,101.21972,TAPUNG KANAN,3236,SEKARBUMI ALAMLESTARI,"RSPO Certified, MB",Riau,Kampar,"{'type': 'Polygon', 'coordinates': [[[101.2197199996611, 1.2071632972543818], [101.09401893395656, 1.1892533856420637], [100.97832762653044, 1.1369499386498998], [100.88185744289152, 1.0544179952831791], [100.81228727908471, 0.9482290823875312], [100.77515258261327, 0.8268373235246715], [100.77340587367522, 0.6999059918021576], [100.80718311183246, 0.5775382925656104], [100.87379385138445, 0.4694735225573323], [100.9679356525318, 0.38431233237494905], [101.08211580839357, 0.32883250385780494], [101.20724720998832, 0.3074495973887691], [101.33337125996663, 0.32186546647801934], [101.45045036187548, 0.3709327588842976], [101.549166721512, 0.45074626886581187], [101.62166366761537, 0.5549538141545316], [101.66217049447438, 0.6752617528175416], [101.66746138851317, 0.8020948105213906], [101.6371123150952, 0.9253577685347386], [101.57353561777026, 1.0352386191316951], [101.48178934761313, 1.1229895306188284], [101.36917588989371, 1.1816235858884074], [101.24466116337078, 1.2064717055522436], [101.2197199996611, 1.2071632972543818]]]}",3744754.1294117654,112590.3294117647,114320.5019607843,76809.58823529411,340929.4784313725,389554.13725490205,353481.6862745098,286997.5960784314,248507.01960784307,326285.12549019605,242823.14509803927,96438.61568627451,235549.95294117648,125404.8156862745,151930.23529411765,87219.16470588234,123955.56470588235,165159.81176470587,123561.41960784313,143235.9411764706
56,SIME DARBY,1-Fully Verified, ,RSPO Certified,Indonesia,{BE7DA8FD-3F35-4D93-ACEE-940FBD9D1DC1},PO1000000706,4.70789,97.83843,BLANG SIMPO,3240,PERKASA SUBUR SAKTI,"RSPO Certified, IP",Aceh,Aceh Timur,"{'type': 'Polygon', 'coordinates': [[[97.83842999988016, 5.157833297467122], [97.71224862191791, 5.139913849435107], [97.59613055970227, 5.087584772567316], [97.4993316778309, 5.005019111908773], [97.42955948166772, 4.898798923323185], [97.39235910630666, 4.777388092335835], [97.3906750756407, 4.650455840259512], [97.4246224413912, 4.52810565419654], [97.4914835690505, 4.420071362889498], [97.58592896200224, 4.334944108026955], [97.7004433546663, 4.279491087916653], [97.82592286599831, 4.258119503808019], [97.95239618278045, 4.272527679130486], [98.06981339156125, 4.3215706603817665], [98.1688409383558, 4.4013508220822075], [98.24160072786746, 4.505526381896795], [98.28229562317745, 4.625813676019377], [98.28767218468462, 4.752643874379044], [98.25728369452825, 4.875922655805834], [98.19353150865044, 4.985833078915578], [98.10147967592555, 5.073618082739021], [97.98845558831326, 5.1322801048737805], [97.86346698626777, 5.157141330316752], [97.83842999988016, 5.157833297467122]]]}",1143328.3058823529,13934.239215686273,16906.592156862745,10729.0,21065.36470588235,22607.203921568627,15129.027450980391,22225.556862745096,20517.929411764704,82543.84313725491,64941.247058823545,69364.20000000001,96314.39607843138,85797.83529411764,147929.39607843137,107180.68235294116,134594.2274509804,77530.4274509804,85321.83137254903,48695.30588235294
57,SIME DARBY,1-Fully Verified, ,RSPO Certified,Indonesia,{730DD1D6-AFF1-4AB0-8C09-86BBF4FAD0F4},PO1000000829,-3.48861,115.73861,MUSTIKA,3244,SAJANG HEULANG,"RSPO Certified, IP",Kalimantan Selatan,Tanah Bumbu,"{'type': 'Polygon', 'coordinates': [[[115.73860999980884, -3.03866670237473], [115.61275696938995, -3.0565663930137372], [115.49690944158135, -3.1088423654061543], [115.4002799634232, -3.191338151172746], [115.33055746528191, -3.2974935034725004], [115.29329631025335, -3.4188647699914254], [115.2914731961269, -3.545795073469956], [115.32524719976264, -3.6681815323058267], [115.39194277841897, -3.77627899795708], [115.48625842041383, -3.8614766162438463], [115.60068589337473, -3.916985233768144], [115.72610786584303, -3.9383803014920864], [115.85252651558416, -3.9239561684466944], [115.96986417133321, -3.87486276739152], [116.06877050012805, -3.7950134560786664], [116.14137015215306, -3.6907715931758736], [116.18189019535714, -3.5704415310437243], [116.1871173548106, -3.443605445967261], [116.15664965527696, -3.3203594984193296], [116.09292396487994, -3.210510386340489], [116.00101867130407, -3.122796038280271], [115.88824805007715, -3.0641919645134292], [115.76358075951568, -3.0393578916951403], [115.73860999980884, -3.03866670237473]]]}",2575626.8470588233,57210.243137254896,69223.47450980393,51300.09019607843,93930.20392156862,65804.19607843137,138719.66666666666,63278.415686274515,41766.054901960786,150345.6862745098,90516.38039215685,166943.95294117645,199060.6392156863,159153.50588235294,254762.29019607842,301364.6705882353,170588.52156862745,147063.14117647058,167185.39607843137,187410.31764705884
58,PTPN III,1-Fully Verified, ,RSPO Certified,Indonesia,{5966DC17-888D-47FE-9F06-A3A6E252B1C5},PO1000000879,3.13077,99.34386,SEI MANGKEI,3245,PERKEBUNAN NUSANTARA III,"RSPO Certified, MB",Sumatera Utara,Simalungun,"{'type': 'Polygon', 'coordinates': [[[99.3438599996563, 3.580713297191963], [99.21794264841807, 3.5627976652209212], [99.10206144171468, 3.5104788437828214], [99.00544916358808, 3.427926673160466], [98.93579748776556, 3.3217189954424096], [98.89864452753108, 3.2003157907650586], [98.8969363436423, 3.0733839024608596], [98.93079629832673, 2.9510267072337797], [98.99751918672548, 2.8429802228190826], [99.09178936962257, 2.7578393946491158], [99.2061048797465, 2.702375653045658], [99.33137372259327, 2.6809995410409875], [99.45763534278964, 2.6954107931424396], [99.5748504699553, 2.7444634970105737], [99.67369716241382, 2.8242569968520694], [99.74631037538457, 2.928445351960142], [99.78690684428904, 3.048740907449746], [99.79224603777459, 3.175572254010805], [99.76189057751496, 3.29884470912374], [99.6982448621806, 3.4087433032659957], [99.6063676700462, 3.496514667393894], [99.49357222113856, 3.555165499170463], [99.36884438968407, 3.5800214802815424], [99.3438599996563, 3.580713297191963]]]}",1979793.5254901962,154958.20784313726,53870.59215686275,67469.2431372549,123931.73725490195,116169.85882352942,98841.11372549018,78900.74509803922,40677.631372549025,176437.737254902,150720.98039215687,116389.51764705883,87052.09019607844,51662.67058823529,101427.03529411765,99813.14901960784,144746.4705882353,115731.80784313727,99532.2156862745,101460.72156862746
59,BAKRIE,1-Fully Verified, ,RSPO Certified,Indonesia,{397FC8CF-DB9D-47C3-B62D-02E35D830DB7},PO1000000884,-1.07759,103.1107,AGRO MITRA MADANI,3246,AGRO MITRA MADANI,"RSPO Certified, MB",Jambi,Tanjung Jabung B,"{'type': 'Polygon', 'coordinates': [[[103.1106999996587, -0.6276467024526633], [102.98501803345907, -0.6455521998512331], [102.86933724892644, -0.697843781793502], [102.77286332007213, -0.7803601120229596], [102.70327430411378, -0.8865345358932643], [102.66611008334395, -1.0079174510622604], [102.66433161747257, -1.1348483440254065], [102.69808473881324, -1.257224146488539], [102.76468723056227, -1.3653030333351486], [102.85884061422477, -1.4504799487985272], [102.97305052917197, -1.5059722035108412], [103.09822295659735, -1.5273603588355387], [103.22438910022626, -1.5129409230016797], [103.34150085198849, -1.4638623614995618], [103.44023266584838, -1.384033397232919], [103.51272510368882, -1.2798110355069834], [103.55321037678853, -1.1594935418171763], [103.55847024094993, -1.0326591719247342], [103.52809045400001, -0.909403553853268], [103.46449231126222, -0.7995364049394268], [103.3727392324439, -0.7118012813670642], [103.26013381823147, -0.6531801735499245], [103.1356371337265, -0.6283381203727765], [103.1106999996587, -0.6276467024526633]]]}",4297880.929411765,162263.63529411762,162578.36862745095,118574.70588235295,309542.1333333333,235586.7294117647,408031.61960784305,375601.6470588234,611993.6862745098,386868.2078431373,70300.43529411763,94011.16862745098,312928.70196078427,123186.49411764705,133156.70196078432,122689.81176470588,267427.10588235303,174687.0039215686,118357.37647058823,110095.39607843137
60,DHARMA SATYA NUSANTARA (DSN),1-Fully Verified, ,RSPO Certified,Indonesia,{9B1E18C0-0004-4E02-A142-F1F1CB0791B5},PO1000000939,1.25081,116.72892,PKS 2,3254,DHARMA SATYA NUSANTARA,"RSPO Certified, IP",Kalimantan Timur,Kutai Timur,"{'type': 'Polygon', 'coordinates': [[[116.7289199995619, 1.7007532972675028], [116.60319178390134, 1.682842197543526], [116.48747738858323, 1.6305355571657967], [116.39099132391874, 1.5479994120895844], [116.32141405516057, 1.4418066007005923], [116.284280803827, 1.3204124631920284], [116.2825423346533, 1.193481014753796], [116.3163319742723, 1.0711154969022543], [116.38295659293027, 0.963054525565554], [116.47711175832254, 0.877897566062672], [116.59130389780996, 0.8224210802760211], [116.71644617039875, 0.8010395857055739], [116.84258097800941, 0.8154544953748845], [116.95967179364574, 0.8645187563639934], [117.05840127699149, 0.9443281086854705], [117.13091212657382, 1.0485316672334808], [117.17143184315499, 1.1688370340055236], [117.17673201303157, 1.2956697372987434], [117.1463858924984, 1.418934669212894], [117.0828038374309, 1.5288192062746575], [116.99104333802161, 1.6165743663864276], [116.87840799889894, 1.6752119063054998], [116.75386661490191, 1.7000616587903365], [116.7289199995619, 1.7007532972675028]]]}",2035582.5019607842,32715.003921568627,33246.68235294118,28058.21568627451,77231.15294117646,54817.47450980392,179547.94509803923,179236.34509803922,128928.24705882352,203442.41568627453,114038.3137254902,92347.12549019608,64609.92941176471,87166.60392156863,201899.27450980392,112986.57647058823,234818.21176470586,103232.6862745098,56739.99215686275,50520.305882352935
61,DHARMA SATYA NUSANTARA (DSN),1-Fully Verified, ,RSPO Certified,Indonesia,{69C026D6-479B-445B-BA02-71A57192866F},PO1000000950,1.25603,116.87475,PKS 3,3255,DHARMA SATYA NUSANTARA,"RSPO Certified, IP",Kalimantan Timur,Kutai Timur,"{'type': 'Polygon', 'coordinates': [[[116.8747500000795, 1.7059732980196063], [116.74902144736454, 1.6880621857277562], [116.63330676193695, 1.6357555115706863], [116.53682049102999, 1.553219322050184], [116.46724311953872, 1.4470264694258137], [116.43010986878055, 1.3256323067597018], [116.42837148608609, 1.198700857089972], [116.46216127028725, 1.076335362313973], [116.52878606217146, 0.9682744311575375], [116.62294140625711, 0.8831175164026404], [116.73713371777873, 0.8276410659712735], [116.86227615497518, 0.8062595863339702], [116.98841112638802, 0.8206744858558517], [117.10550211235314, 0.8697387147824692], [117.2042317736615, 0.9495480231285424], [117.27674279906098, 1.053751539507414], [117.31726266805637, 1.1740568790737094], [117.32256293816148, 1.3008895786151842], [117.29221683684337, 1.4241545314054793], [117.22863469990261, 1.5340391074595279], [117.13687401359857, 1.6217943125115695], [117.0242383983512, 1.6804318892908174], [116.89969668298056, 1.7052816590476518], [116.8747500000795, 1.7059732980196063]]]}",2385541.4470588234,36905.35294117647,34184.1137254902,29134.564705882352,80263.81568627451,54708.3294117647,191163.8862745098,182552.82352941178,136844.89411764708,236850.3450980392,129517.89019607843,133518.81176470587,112306.46274509803,114273.47843137255,240707.8588235294,145746.44705882354,275724.3921568627,104884.94901960784,68058.72156862746,78194.30980392157
62,WILMAR,1-Fully Verified, ,RSPO Certified,Indonesia,{50F9DA11-F698-4B69-887A-AED4A1A10550},PO1000000953,-3.94863,104.95737,DABUK REJO,3256,BULUH CAWANG PLANTATIONS,"RSPO Certified, MB",Sumatera Selatan,Ogan Komering Ilir,"{'type': 'Polygon', 'coordinates': [[[104.95736999998914, -3.4986867025636017], [104.83145893088184, -3.5165852829438666], [104.71555620151383, -3.5688582705858845], [104.6188775249284, -3.6513501274691698], [104.54911545697477, -3.7575018317479647], [104.51182824867668, -3.87887086908393], [104.5099962101659, -4.005801058257544], [104.54378098902838, -4.128189554191989], [104.61050778675609, -4.236290573236689], [104.70487344893117, -4.321492152089637], [104.81936557928057, -4.377003900344216], [104.94486054822303, -4.398400290723264], [105.07135296218657, -4.383975258883027], [105.18875745942348, -4.33487901849277], [105.2877170791681, -4.255025814546665], [105.36035184272151, -4.150780221623396], [105.40088667617749, -4.030447756508691], [105.40610861440112, -3.903611344907155], [105.37561795329114, -3.780367248323964], [105.31185503359102, -3.6705215865515535], [105.21990212879933, -3.5828112116984117], [105.10707721817779, -3.5242103951300154], [104.98235221484195, -3.4993778481761586], [104.95736999998914, -3.4986867025636017]]]}",1825189.223529412,39718.662745098045,42217.97254901961,16817.533333333333,66568.37647058823,63922.05882352941,93167.45098039215,128265.30980392155,117995.0823529412,168742.5411764706,78232.44313725492,123737.79215686276,178790.2156862745,27807.58823529412,75129.59215686275,101588.58039215687,130156.60392156862,94067.37647058822,155644.91372549022,122619.1294117647
63,WILMAR,1-Fully Verified, ,RSPO Certified,Indonesia,{E2A37A6E-9866-4E7C-981C-15F7BB80E245},PO1000001043,-2.23018,112.49125,BUMI SAWIT KENCANA,3260,BUMI SAWIT KENCANA,"RSPO Certified, IP",Kalimantan Tengah,Kotawaringin Timur,"{'type': 'Polygon', 'coordinates': [[[112.49125000001045, -1.7802367025991888], [112.36551409612947, -1.798139426023699], [112.24977923107498, -1.8504235512608747], [112.15325233024029, -1.932930067931832], [112.08361494899286, -2.0390953826941702], [112.04641266092793, -2.160472735266415], [112.04461328434014, -2.287403348370441], [112.07836893865615, -2.409784241988959], [112.14500118032934, -2.517872002991127], [112.23921124816567, -2.603058806126583], [112.35349981210571, -2.658558875247265], [112.47876373365222, -2.6799503316347573], [112.60502256510837, -2.665528652621925], [112.72221630828349, -2.6164430042341444], [112.82100964540697, -2.536604322356125], [112.89353727636221, -2.43237264613786], [112.93403022636387, -2.312049148191221], [112.93927332889038, -2.1852139573755], [112.90885828540367, -2.0619629569189573], [112.84521328952985, -1.9521044226645585], [112.75340778966873, -1.8643792228654157], [112.64074835013813, -1.8057662521682427], [112.51619768526722, -1.7809280113131554], [112.49125000001045, -1.7802367025991888]]]}",4471922.1098039225,50658.63921568628,187720.19607843139,93977.45882352942,396338.54901960795,271378.7882352941,828911.8588235296,391611.7137254902,410882.89803921565,320327.8470588236,234223.368627451,231502.30588235293,208255.37647058826,133897.93333333332,172619.72549019603,179961.40392156862,209949.1490196078,60749.149019607845,42421.192156862744,46534.5568627451
