objectid,mill_name,latitude,longitude,rspo_model,cert,id,prnt_comp,country,state,sub_state,alt_name,address,globalid,parent_co,umlid,risk_score_current,risk_score_past,risk_score_future,treeloss_sum,land_area,forest_area,treeloss_2001,treeloss_2002,treeloss_2003,treeloss_2004,treeloss_2005,treeloss_2006,treeloss_2007,treeloss_2008,treeloss_2009,treeloss_2010,treeloss_2011,treeloss_2012,treeloss_2013,treeloss_2014,treeloss_2015,treeloss_2016,treeloss_2017,treeloss_2018,treeloss_2019,treeloss_sum_proportion_of_land,treeloss_sum_proportion_of_forest,remaining_proportion_of_forest,geometry
3426,BUNGO TEBO,-1.34653,102.45632,"RSPO Certified, MB",RSPO Certified,PO1000002913,RIGUNAS AGRI UTAMA,Indonesia,Jambi,Tebo, ,1-Fully Verified,{4C97E7B3-CDC6-4E59-ADCF-3FEC0FF658F7},ROYAL GOLDEN EAGLE,po1000002913,4,3,3,293780.9838,781571.2094,715863.4948,9768.564353,7070.487529,1996.848706,11240.69224,8583.182824,28223.21576,18082.32318,18536.88282,28384.98353,8321.905059,12652.08071,32305.00165,21388.794,15499.73788,14894.98976,18499.46788,13824.69918,11528.15788,12978.96882,0.375885115,0.410386877,0.589613123,"POLYGON ((102.9054776420598 -1.346529999981921, 102.9016350361669 -1.405534701055078, 102.8901729665406 -1.463528343402114, 102.87128755237 -1.519518695969519, 102.8453019283277 -1.572547885804044, 102.8126607156454 -1.621708781075503, 102.7739224145222 -1.666160498908682, 102.7297498480305 -1.705142773441865, 102.6808988210299 -1.737988939769104, 102.6282051881364 -1.764137313717104, 102.5725705520184 -1.783140775254723, 102.5149468367246 -1.794674394197259, 102.45632 -1.798540970191622, 102.3976931632754 -1.794674394197259, 102.3400694479816 -1.783140775254723, 102.2844348118636 -1.764137313717104, 102.2317411789701 -1.737988939769104, 102.1828901519695 -1.705142773441865, 102.1387175854778 -1.666160498908682, 102.0999792843546 -1.621708781075503, 102.0673380716723 -1.572547885804044, 102.04135244763 -1.519518695969532, 102.0224670334594 -1.463528343402114, 102.0110049638331 -1.405534701055078, 102.0071623579402 -1.346529999981921, 102.0110049638331 -1.287523851445669, 102.0224670334594 -1.229525965359086, 102.04135244763 -1.17352886200039, 102.0673380716723 -1.120490874406576, 102.0999792843546 -1.071319733989042, 102.1387175854778 -1.026857021833594, 102.1828901519695 -0.987863753054499, 102.2317411789701 -0.955007341789715, 102.2844348118636 -0.928850170367353, 102.3400694479816 -0.909839958323358, 102.3976931632754 -0.898302095849843, 102.45632 -0.89443407246868, 102.5149468367246 -0.898302095849843, 102.5725705520184 -0.909839958323358, 102.6282051881364 -0.928850170367353, 102.6808988210299 -0.955007341789715, 102.7297498480305 -0.987863753054499, 102.7739224145222 -1.026857021833594, 102.8126607156454 -1.07131973398903, 102.8453019283277 -1.120490874406576, 102.87128755237 -1.173528862000377, 102.8901729665406 -1.229525965359074, 102.9016350361669 -1.287523851445669, 102.9054776420598 -1.346529999981921))"
3429,NEGERI LAMA II,2.35972,100.03528,"RSPO Certified, MB",RSPO Certified,PO1000003004,HARI SAWIT JAYA,Indonesia,Sumatera Utara,Labuhanbatu, ,1-Fully Verified,{5D5F219D-7485-472B-AB15-15232565A612},ROYAL GOLDEN EAGLE,po1000003004,4,3,3,253387.5589,680079.3981,550469.1166,6102.535765,10572.58906,5612.378824,17491.40118,23405.02906,14219.14482,10097.20835,5325.794118,21264.84494,22749.77929,13292.65376,16733.99329,8575.224706,15649.30024,9326.666471,15627.74435,12987.91271,12493.51765,11859.84035,0.372585259,0.460312034,0.539687966,"POLYGON ((100.4844376420598 2.359719999968518, 100.4805950361669 2.300747509636853, 100.4691329665406 2.242781646291668, 100.45024755237 2.186814463483432, 100.4242619283277 2.133803911595157, 100.3916207156454 2.084657421200045, 100.3528824145222 2.04021634801987, 100.3087098480305 2.001241547745368, 100.2598588210299 1.968400329382544, 100.2071651881364 1.942255011835307, 100.1515305520184 1.923253280601849, 100.0939068367246 1.911720510290295, 100.03528 1.907854184721739, 99.9766531632754 1.911720510290295, 99.9190294479816 1.923253280601849, 99.86339481186354 1.942255011835307, 99.81070117897012 1.968400329382544, 99.7618501519695 2.001241547745368, 99.71767758547779 2.04021634801987, 99.67893928435456 2.084657421200045, 99.64629807167233 2.133803911595157, 99.62031244762996 2.186814463483432, 99.60142703345937 2.242781646291655, 99.58996496383307 2.300747509636853, 99.58612235794023 2.359719999968518, 99.58996496383307 2.418689955711438, 99.60142703345937 2.476648388031756, 99.62031244762996 2.532603749827491, 99.64629807167233 2.585598896347841, 99.67893928435456 2.634727446919766, 99.71767758547779 2.679149268427243, 99.7618501519695 2.718104817162529, 99.81070117897012 2.750928096066847, 99.86339481186354 2.777058008744338, 99.9190294479816 2.79604791946342, 99.9766531632754 2.80757325911479, 100.03528 2.811437050228081, 100.0939068367246 2.80757325911479, 100.1515305520184 2.796047919463433, 100.2071651881364 2.777058008744338, 100.2598588210299 2.750928096066847, 100.3087098480305 2.718104817162529, 100.3528824145222 2.679149268427243, 100.3916207156454 2.634727446919779, 100.4242619283277 2.585598896347841, 100.45024755237 2.532603749827491, 100.4691329665406 2.476648388031769, 100.4805950361669 2.418689955711451, 100.4844376420598 2.359719999968518))"
3434,SISUMUT,1.96403,100.10817,"RSPO Certified, MB",RSPO Certified,PO1000003112,PERKEBUNAN NUSANTARA III,Indonesia,Sumatera Utara,Labuhanbatu Selatan, ,1-Fully Verified,{108C9183-9EE4-429F-9132-7572DAE394B9},PTPN III,po1000003112,5,4,2,328466.3156,785253.6579,666331.9945,9999.604588,10780.11,5131.198588,21379.72835,31279.22682,16560.86647,11451.81671,9229.294941,32565.54459,27280.79047,24473.23941,22300.092,14895.51459,16984.72412,11615.10212,16112.53306,17974.16753,13445.26765,15007.49365,0.418293264,0.492946937,0.507053063,"POLYGON ((100.5573276420598 1.964029999973728, 100.5534850361669 1.905042140119728, 100.5420229665406 1.84706158373451, 100.52313755237 1.791080604096146, 100.4971519283277 1.738057337204616, 100.4645107156454 1.688899365398846, 100.4257724145222 1.644448164201509, 100.3815998480305 1.605464680315282, 100.3327488210299 1.572616289023535, 100.2800551881364 1.54646535525307, 100.2244205520184 1.527459594717007, 100.1667968367246 1.515924400408804, 100.10817 1.512057265841026, 100.0495431632754 1.515924400408804, 99.99191944798159 1.527459594717007, 99.93628481186356 1.54646535525307, 99.88359117897011 1.572616289023535, 99.83474015196951 1.605464680315282, 99.79056758547779 1.644448164201509, 99.75182928435454 1.688899365398846, 99.71918807167232 1.738057337204616, 99.69320244762997 1.791080604096133, 99.67431703345937 1.84706158373451, 99.66285496383306 1.905042140119715, 99.65901235794024 1.964029999973728, 99.66285496383306 2.023015749489405, 99.67431703345937 2.080990118686755, 99.69320244762997 2.136961255964731, 99.71918807167232 2.189971696105399, 99.75182928435454 2.239114730933191, 99.79056758547779 2.283549902886129, 99.83474015196951 2.322517357639175, 99.88359117897011 2.355350812256788, 99.93628481186356 2.381488919691441, 99.99191944798159 2.400484838282166, 100.0495431632754 2.412013845706333, 100.10817 2.41587887004698, 100.1667968367246 2.412013845706333, 100.2244205520184 2.400484838282166, 100.2800551881364 2.381488919691441, 100.3327488210299 2.355350812256788, 100.3815998480305 2.322517357639175, 100.4257724145222 2.283549902886129, 100.4645107156454 2.239114730933191, 100.4971519283277 2.189971696105399, 100.52313755237 2.136961255964744, 100.5420229665406 2.080990118686755, 100.5534850361669 2.023015749489405, 100.5573276420598 1.964029999973728))"
3438,SELANGKUN,-2.41722,111.55472,"RSPO Certified, MB",RSPO Certified,PO1000003120,SAWIT SUMBERMAS SARANA,Indonesia,Kalimantan Tengah,Kotawaringin Barat, ,1-Fully Verified,{1CA31619-3AB0-4DE1-AE2C-99CB1E03B910},CITRA BORNEO INDAH (CBI),po1000003120,3,5,1,359142.4556,779799.7175,620562.6427,10655.43353,14541.09424,3588.074471,26288.41941,24010.51941,39550.63341,26780.74024,18402.53188,31166.96859,11259.27035,10859.84153,32691.44012,16039.89282,25998.45671,19495.09553,21088.61188,10581.74541,7746.512471,8397.173647,0.460557304,0.578736828,0.421263172,"POLYGON ((112.0038776420597 -2.417219999967764, 112.0000350361669 -2.476187423460995, 111.9885729665406 -2.53414330683436, 111.96968755237 -2.590096151220302, 111.9437019283277 -2.64308886228248, 111.9110607156454 -2.692215110578628, 111.8723224145222 -2.736634813511329, 111.8281498480305 -2.775588475557022, 111.7792988210299 -2.808410143869275, 111.7266051881364 -2.834538760724274, 111.6709705520184 -2.853527722104283, 111.6133468367246 -2.865052482464016, 111.55472 -2.868916078846333, 111.4960931632754 -2.865052482464016, 111.4384694479816 -2.853527722104283, 111.3828348118636 -2.834538760724274, 111.3301411789701 -2.808410143869275, 111.2812901519695 -2.775588475557022, 111.2371175854778 -2.736634813511329, 111.1983792843545 -2.692215110578628, 111.1657380716723 -2.64308886228248, 111.13975244763 -2.590096151220302, 111.1208670334594 -2.53414330683436, 111.1094049638331 -2.476187423460995, 111.1055623579402 -2.417219999967764, 111.1094049638331 -2.358249980275352, 111.1208670334594 -2.300286485244768, 111.13975244763 -2.244321532502752, 111.1657380716723 -2.191313041601036, 111.1983792843545 -2.142168417402935, 111.2371175854778 -2.097728994830427, 111.2812901519695 -2.05875561328164, 111.3301411789701 -2.025915569440918, 111.3828348118636 -1.99977117325662, 111.4384694479816 -1.980770104030736, 111.4960931632754 -1.969237732387284, 111.55472 -1.96537153994246, 111.6133468367246 -1.969237732387284, 111.6709705520184 -1.980770104030736, 111.7266051881364 -1.99977117325662, 111.7792988210299 -2.025915569440918, 111.8281498480305 -2.05875561328164, 111.8723224145222 -2.097728994830427, 111.9110607156454 -2.142168417402935, 111.9437019283277 -2.191313041601036, 111.96968755237 -2.244321532502739, 111.9885729665406 -2.300286485244755, 112.0000350361669 -2.358249980275352, 112.0038776420597 -2.417219999967764))"
3439,MENTAYA SAWIT MAS,-2.16469,112.56942,"RSPO Certified, MB",RSPO Certified,PO1000003150,MENTAYA SAWIT MAS,Indonesia,Kalimantan Tengah,Kotawaringin Timur, ,2-High Confidence,{35A8B239-34F9-47CF-AC3F-F3F6B28E85BC},WILMAR,po1000003150,1,5,1,407785.0634,784149.2876,637727.6605,3980.685529,15550.51341,7741.296353,40197.14012,23469.864,73399.56529,35293.13788,34284.44576,29598.42494,23128.07612,21253.32529,20195.38341,14051.62518,17485.18447,16869.22482,16516.02741,5844.062471,4099.570235,4827.510706,0.520034985,0.639434493,0.360565507,"POLYGON ((113.0185776420597 -2.164689999971096, 113.0147350361669 -2.223668096441404, 113.0032729665406 -2.281634733870497, 112.98438755237 -2.337598209086408, 112.9584019283277 -2.3906012136087, 112.9257607156454 -2.439737199876378, 112.8870224145222 -2.484165869794245, 112.8428498480305 -2.523127521979575, 112.7939988210299 -2.555956014458403, 112.7413051881364 -2.582090123914766, 112.6856705520184 -2.601083110429951, 112.6280468367246 -2.61261032742554, 112.56942 -2.616474749695163, 112.5107931632754 -2.61261032742554, 112.4531694479816 -2.601083110429951, 112.3975348118636 -2.582090123914766, 112.3448411789701 -2.555956014458403, 112.2959901519695 -2.523127521979575, 112.2518175854778 -2.484165869794245, 112.2130792843545 -2.439737199876378, 112.1804380716723 -2.3906012136087, 112.15445244763 -2.337598209086408, 112.1355670334594 -2.281634733870497, 112.1241049638331 -2.223668096441404, 112.1202623579402 -2.164689999971096, 112.1241049638331 -2.105709577961466, 112.1355670334594 -2.047736122408295, 112.15445244763 -1.991761801160893, 112.1804380716723 -1.938744661884474, 112.2130792843545 -1.889592215445876, 112.2518175854778 -1.845145881707148, 112.2959901519695 -1.806166565823484, 112.3448411789701 -1.773321613508433, 112.3975348118636 -1.747173369755191, 112.4531694479816 -1.728169537665714, 112.5107931632754 -1.716635502880742, 112.56942 -1.712768755194325, 112.6280468367246 -1.716635502880742, 112.6856705520184 -1.728169537665714, 112.7413051881364 -1.747173369755179, 112.7939988210299 -1.773321613508433, 112.8428498480305 -1.806166565823484, 112.8870224145222 -1.845145881707148, 112.9257607156454 -1.889592215445863, 112.9584019283277 -1.938744661884474, 112.98438755237 -1.99176180116088, 113.0032729665406 -2.047736122408295, 113.0147350361669 -2.105709577961466, 113.0185776420597 -2.164689999971096))"
3442,GUNUNG BAYU,3.14408,99.37348,"RSPO Certified, MB",RSPO Certified,PO1000003210,PERKEBUNAN NUSANTARA IV,Indonesia,Sumatera Utara,Simalungun, ,1-Fully Verified,{32A679D0-A1E9-463B-B3C6-737E26075F1B},PTPN III,po1000003210,3,3,3,173218.4809,622119.3131,452317.464,13743.90741,4807.858235,5895.823059,11114.48718,10333.08494,8745.121765,6957.328588,3475.298471,15672.90459,13221.99847,10185.20082,7509.623294,4440.940235,8478.831882,8666.546824,12520.99694,10003.75871,8858.409529,8586.36,0.278432894,0.382957756,0.617042244,"POLYGON ((99.82263764205975 3.144079999999729, 99.81879503616693 3.08514639982009, 99.80733296654061 3.027217943013347, 99.78844755237003 2.971286105725673, 99.76246192832767 2.918308333362802, 99.72982071564545 2.869191625757131, 99.69108241452221 2.824776980778698, 99.64690984803048 2.785824964709911, 99.59805882102988 2.753002659590015, 99.54536518813643 2.726872212528245, 99.4897305520184 2.707881184977869, 99.43210683672459 2.696354868472588, 99.37348 2.692490699318732, 99.3148531632754 2.696354868472588, 99.25722944798159 2.707881184977869, 99.20159481186354 2.726872212528245, 99.14890117897011 2.753002659590015, 99.1000501519695 2.785824964709911, 99.05587758547779 2.824776980778698, 99.01713928435454 2.869191625757131, 98.98449807167232 2.918308333362802, 98.95851244762996 2.97128610572566, 98.93962703345937 3.027217943013347, 98.92816496383305 3.08514639982009, 98.92432235794023 3.144079999999729, 98.92816496383305 3.203010226183656, 98.93962703345937 3.260928790953308, 98.95851244762996 3.316844892336865, 98.98449807167232 3.369802157370589, 99.01713928435454 3.418894983790925, 99.05587758547779 3.463284001313375, 99.1000501519695 3.502210390103451, 99.14890117897011 3.535008814560972, 99.20159481186354 3.561118754955938, 99.25722944798159 3.580094047264438, 99.3148531632754 3.591610472217384, 99.37348 3.59547126755299, 99.43210683672459 3.591610472217396, 99.4897305520184 3.580094047264438, 99.54536518813643 3.561118754955938, 99.59805882102988 3.535008814560972, 99.64690984803048 3.502210390103451, 99.69108241452221 3.463284001313375, 99.72982071564545 3.418894983790937, 99.76246192832767 3.369802157370589, 99.78844755237003 3.316844892336865, 99.80733296654061 3.260928790953308, 99.81879503616693 3.203010226183656, 99.82263764205975 3.144079999999729))"
3443,MUKUT,-2.44139,104.41944,"RSPO Certified, IP",RSPO Certified,PO1000003254,HINDOLI,Indonesia,Sumatera Selatan,Musi Banyuasin, ,1-Fully Verified,{BBD128DA-AA06-4600-ACB9-44FD5B9C551E},CARGILL,po1000003254,4,4,2,317968.7001,758872.3885,580352.3993,3369.191294,3792.438706,3331.051059,11742.32965,6787.490824,10409.71341,27136.23071,14630.72294,17839.55682,11523.81176,21462.78141,58508.24224,13978.48553,21360.456,29534.29729,24414.96247,13125.57106,14007.21918,11014.14776,0.419001541,0.547889008,0.452110992,"POLYGON ((104.8685976420597 -2.441389999967432, 104.8647550361669 -2.500356341071748, 104.8532929665406 -2.558311135348117, 104.83440755237 -2.614262904506125, 104.8084219283276 -2.667254575692286, 104.7757807156454 -2.71637984127463, 104.7370424145222 -2.760798640146558, 104.6928698480305 -2.799751497269228, 104.6440188210299 -2.832572478582955, 104.5913251881364 -2.858700542789874, 104.5356905520184 -2.877689099338629, 104.4780668367246 -2.88921361268735, 104.41944 -2.893077126039265, 104.3608131632754 -2.88921361268735, 104.3031894479816 -2.877689099338629, 104.2475548118635 -2.858700542789874, 104.1948611789701 -2.832572478582955, 104.1460101519695 -2.799751497269228, 104.1018375854778 -2.760798640146558, 104.0630992843545 -2.716379841274643, 104.0304580716723 -2.667254575692286, 104.00447244763 -2.614262904506138, 103.9855870334594 -2.558311135348117, 103.974124963833 -2.500356341071748, 103.9702823579402 -2.441389999967432, 103.974124963833 -2.382421036769372, 103.9855870334594 -2.324458554916848, 104.00447244763 -2.268494556633555, 104.0304580716723 -2.215486948219215, 104.0630992843545 -2.16634312345296, 104.1018375854778 -2.121904408256856, 104.1460101519695 -2.082931634948046, 104.1948611789701 -2.050092094827634, 104.2475548118635 -2.0239480939078, 104.3031894479816 -2.004947308749047, 104.3608131632754 -1.993415108201384, 104.41944 -1.989548972893749, 104.4780668367246 -1.993415108201372, 104.5356905520184 -2.004947308749047, 104.5913251881364 -2.023948093907787, 104.6440188210299 -2.050092094827622, 104.6928698480305 -2.082931634948046, 104.7370424145222 -2.121904408256856, 104.7757807156454 -2.16634312345296, 104.8084219283276 -2.215486948219215, 104.83440755237 -2.268494556633542, 104.8532929665406 -2.324458554916836, 104.8647550361669 -2.382421036769372, 104.8685976420597 -2.441389999967432))"
3444,SUAYAP,-2.26525,111.72308,"RSPO Certified, MB",RSPO Certified,PO1000003257,MITRA MENDAWAI SEJATI,Indonesia,Kalimantan Tengah,Kotawaringin Barat, ,1-Fully Verified,{5430FD12-C7F2-4B7C-9436-D41EF0EFA420},CITRA BORNEO INDAH (CBI),po1000003257,2,5,1,395002.9084,782218.2575,625364.7762,11759.00859,19318.07435,6708.140824,35697.18353,29503.04682,37432.67718,26221.31929,22647.01165,32647.11247,16523.11447,12660.26118,32544.74082,16506.88871,25114.30094,23293.71741,20410.22506,10613.92694,6897.423529,8504.734588,0.504977868,0.631636004,0.368363996,"POLYGON ((112.1722376420597 -2.265249999969754, 112.1683950361669 -2.324223985435712, 112.1569329665406 -2.382186477170499, 112.13804755237 -2.438145851020769, 112.1120619283277 -2.491144881525352, 112.0794207156454 -2.540277105846031, 112.0406824145222 -2.584702309723913, 111.9965098480305 -2.623660871964952, 111.9476588210299 -2.656486724342002, 111.8949651881364 -2.682618708161092, 111.8393305520184 -2.701610136571595, 111.7817068367246 -2.713136402465321, 111.72308 -2.717000504961709, 111.6644531632754 -2.713136402465321, 111.6068294479816 -2.701610136571595, 111.5511948118635 -2.682618708161092, 111.4985011789701 -2.656486724342002, 111.4496501519695 -2.623660871964952, 111.4054775854778 -2.584702309723913, 111.3667392843545 -2.540277105846031, 111.3340980716723 -2.491144881525352, 111.3081124476299 -2.438145851020769, 111.2892270334594 -2.382186477170499, 111.2777649638331 -2.324223985435725, 111.2739223579402 -2.265249999969754, 111.2777649638331 -2.206273581161242, 111.2892270334594 -2.148303955239881, 111.3081124476299 -2.092333232577016, 111.3340980716723 -2.039319412084438, 111.3667392843545 -1.990169964561396, 111.4054775854778 -1.945726278034512, 111.4496501519695 -1.906749233272647, 111.4985011789701 -1.873906158043414, 111.5511948118635 -1.847759384714646, 111.6068294479816 -1.828756607969903, 111.6644531632754 -1.817223208239783, 111.72308 -1.813356672528989, 111.7817068367246 -1.81722320823977, 111.8393305520184 -1.828756607969903, 111.8949651881364 -1.847759384714646, 111.9476588210299 -1.873906158043414, 111.9965098480305 -1.906749233272647, 112.0406824145222 -1.945726278034512, 112.0794207156454 -1.990169964561383, 112.1120619283277 -2.039319412084438, 112.13804755237 -2.092333232577003, 112.1569329665406 -2.148303955239881, 112.1683950361669 -2.206273581161242, 112.1722376420597 -2.265249999969754))"
3445,NATAI BARU,-2.60415,111.66735,"RSPO Certified, MB",RSPO Certified,PO1000003258,KALIMANTAN SAWIT ABADI,Indonesia,Kalimantan Tengah,Kotawaringin Barat, ,2-High Confidence,{9D33B0AB-3C10-4A3D-8673-D01D741B2918},CITRA BORNEO INDAH (CBI),po1000003258,1,3,3,248062.5371,729740.6379,580453.7033,7062.483529,11037.49376,4383.275294,19112.02059,18425.71941,25800.40659,16759.278,15150.94765,21447.67271,7565.955882,6851.233412,14952.21141,8743.732235,16242.42635,15446.07529,22649.37918,5206.657412,4389.252353,6836.316,0.339932469,0.427359729,0.572640271,"POLYGON ((112.1165076420598 -2.604149999965333, 112.1126650361669 -2.663108775449077, 112.1012029665406 -2.721055963721625, 112.08231755237 -2.777000229710652, 112.0563319283277 -2.829984649715443, 112.0236907156455 -2.879103067221814, 111.9849524145222 -2.923515569814159, 111.9407798480305 -2.962462823875932, 111.8919288210299 -2.995279025010114, 111.8392351881364 -3.021403245154181, 111.7836005520184 -3.040388986525861, 111.7259768367246 -3.051911782462951, 111.66735 -3.055774718572066, 111.6087231632754 -3.051911782462951, 111.5510994479816 -3.040388986525861, 111.4954648118636 -3.021403245154181, 111.4427711789701 -2.995279025010114, 111.3939201519695 -2.962462823875932, 111.3497475854778 -2.923515569814159, 111.3110092843546 -2.879103067221814, 111.2783680716723 -2.829984649715456, 111.25238244763 -2.777000229710652, 111.2334970334594 -2.721055963721625, 111.2220349638331 -2.66310877544909, 111.2181923579402 -2.604149999965333, 111.2220349638331 -2.54518842806602, 111.2334970334594 -2.48723304113256, 111.25238244763 -2.431275733002672, 111.2783680716723 -2.378274316232234, 111.3110092843546 -2.329136105691882, 111.3497475854778 -2.284702362738486, 111.3939201519695 -2.24573386842478, 111.4427711789701 -2.212897874659173, 111.4954648118636 -2.186756658299161, 111.5510994479816 -2.167757875336195, 111.6087231632754 -2.156226881140519, 111.66735 -2.152361148763083, 111.7259768367246 -2.156226881140519, 111.7836005520184 -2.167757875336195, 111.8392351881364 -2.186756658299161, 111.8919288210299 -2.212897874659173, 111.9407798480305 -2.245733868424768, 111.9849524145222 -2.284702362738486, 112.0236907156455 -2.329136105691869, 112.0563319283277 -2.378274316232234, 112.08231755237 -2.431275733002672, 112.1012029665406 -2.48723304113256, 112.1126650361669 -2.545188428066007, 112.1165076420598 -2.604149999965333))"
3448,SUNGAI BINTI,-2.56225,112.76807,"RSPO Certified, MB",RSPO Certified,PO1000003333,AGRO BUKIT,Indonesia,Kalimantan Tengah,Kotawaringin Timur, ,1-Fully Verified,{DE5E63EC-633A-4E38-8D9B-F193989D9446},GOODHOPE,po1000003333,1,4,2,356263.4336,778505.3111,675731.8009,1884.500471,10189.67576,6627.463765,16475.46706,20362.82224,64367.57435,37636.53035,22917.47753,19658.86765,13132.56706,23774.05376,16511.63541,10697.20659,16592.62376,25080.55059,33892.10224,5119.755529,3269.092941,8073.466588,0.457624924,0.527226088,0.472773912,"POLYGON ((113.2172276420597 -2.562249999965863, 113.2133850361669 -2.621210769177523, 113.2019229665406 -2.6791599607768, 113.18303755237 -2.735106202047911, 113.1570519283277 -2.788092530146067, 113.1244107156454 -2.837212748947305, 113.0856724145222 -2.881626907074415, 113.0414998480305 -2.920575634007666, 112.9926488210299 -2.953393091347122, 112.9399551881364 -2.979518321481061, 112.8843205520184 -2.998504802397795, 112.8266968367246 -3.010028049450844, 112.76807 -3.013891137177611, 112.7094431632754 -3.010028049450844, 112.6518194479816 -2.998504802397795, 112.5961848118635 -2.979518321481061, 112.5434911789701 -2.953393091347122, 112.4946401519695 -2.920575634007666, 112.4504675854778 -2.881626907074415, 112.4117292843545 -2.837212748947305, 112.3790880716723 -2.788092530146067, 112.3531024476299 -2.735106202047911, 112.3342170334594 -2.6791599607768, 112.322754963833 -2.621210769177523, 112.3189123579402 -2.562249999965863, 112.322754963833 -2.503286479206337, 112.3342170334594 -2.445329220491244, 112.3531024476299 -2.389370146336615, 112.3790880716723 -2.336367094180975, 112.4117292843545 -2.287227399919192, 112.4504675854778 -2.242792342188509, 112.4946401519695 -2.203822715835039, 112.5434911789701 -2.170985783431183, 112.5961848118635 -2.144843829780721, 112.6518194479816 -2.125844516521252, 112.7094431632754 -2.114313202748289, 112.76807 -2.110447363618512, 112.8266968367246 -2.114313202748289, 112.8843205520184 -2.125844516521239, 112.9399551881364 -2.144843829780721, 112.9926488210299 -2.170985783431183, 113.0414998480305 -2.203822715835039, 113.0856724145222 -2.242792342188509, 113.1244107156454 -2.287227399919192, 113.1570519283277 -2.336367094180962, 113.18303755237 -2.389370146336615, 113.2019229665406 -2.445329220491232, 113.2133850361669 -2.503286479206337, 113.2172276420597 -2.562249999965863))"
3451,RIMBA HARAPAN SAKTI,-2.83578,112.57178,"RSPO Certified, MB",RSPO Certified,PO1000003486,RIMBA HARAPAN SAKTI,Indonesia,Kalimantan Tengah,Seruyan, ,1-Fully Verified,{B0D3E568-E16B-467A-9928-DEE6EA46CC69},WILMAR,po1000003486,2,3,3,305048.9682,775808.7762,650859.0727,2097.854824,7691.686588,4920.377294,10071.64835,18850.11988,49591.24024,42063.54176,25365.95647,11242.578,5268.462353,17031.12,10780.36271,4614.638118,11261.97141,17424.06529,46666.33165,5624.887412,3850.971529,10631.15435,0.393201234,0.468686665,0.531313335,"POLYGON ((113.0209376420598 -2.835779999962286, 113.0170950361669 -2.894727177368835, 113.0056329665406 -2.952662724516832, 112.98674755237 -3.008595524042522, 112.9607619283277 -3.061568878021704, 112.9281207156454 -3.110676857751387, 112.8893824145222 -3.155079774140828, 112.8452098480305 -3.194018505693108, 112.7963588210299 -3.226827441798142, 112.7436651881364 -3.252945823416987, 112.6880305520184 -3.271927291055649, 112.6304068367246 -3.283447480628443, 112.57178 -3.287309540849349, 112.5131531632754 -3.283447480628443, 112.4555294479816 -3.271927291055649, 112.3998948118636 -3.252945823416987, 112.3472011789701 -3.226827441798155, 112.2983501519695 -3.194018505693108, 112.2541775854778 -3.155079774140828, 112.2154392843545 -3.110676857751387, 112.1827980716723 -3.061568878021704, 112.15681244763 -3.008595524042535, 112.1379270334594 -2.952662724516832, 112.1264649638331 -2.894727177368835, 112.1226223579402 -2.835779999962286, 112.1264649638331 -2.776829778219352, 112.1379270334594 -2.718885305583625, 112.15681244763 -2.662938307645247, 112.1827980716723 -2.609946450024843, 112.2154392843545 -2.560816922477611, 112.2541775854778 -2.516390882586275, 112.2983501519695 -2.477429027692197, 112.3472011789701 -2.444598544207004, 112.3998948118636 -2.41846165954432, 112.4555294479816 -2.399465994090266, 112.5131531632754 -2.387936879428532, 112.57178 -2.384071775031428, 112.6304068367246 -2.387936879428532, 112.6880305520184 -2.399465994090266, 112.7436651881364 -2.41846165954432, 112.7963588210299 -2.444598544207004, 112.8452098480305 -2.477429027692197, 112.8893824145222 -2.516390882586275, 112.9281207156454 -2.560816922477611, 112.9607619283277 -2.609946450024843, 112.98674755237 -2.662938307645247, 113.0056329665406 -2.718885305583625, 113.0170950361669 -2.776829778219339, 113.0209376420598 -2.835779999962286))"
